特效ID,注释,"作用对象(0.全体,1.目标,2.目标方全体,3.目标方随机单体,4，目标方随机2人，5.目标方随机3人，6.目标方随机4人，11.释放者,12.释放者方全体,13.释放者方随机单体,14. 释放者方目标单体 其它.特殊规则待扩展)",BUFF时机（1.施放技能前，2.施放技能后，3.进入战斗回合，4.死亡时）,"触发条件(-1.击中目标时,-2.没击中目标时,0.一定触发,1-100.概率触发)","效果持续回合(-2.失去目标前有效,-1.当前战斗结束前有效,0.使用完立刻失效,>0.轮到作用对象行动时减1回合，减到0则效果消失)",每减少一个回合时触发的效果，引用本表id,效果结束时触发的效果，0则不触发任何效果，引用本表id(例如预知未来),类别ID,"同效果叠加(0:新生成,1:回合相加,2:无效,3:覆盖,4:同类型叠加,5:同类型无效,6:同类型覆盖)","效果类型(1正面效果,2负面效果)",效果(说明文字，程序不用),效果的持续特效资源,物攻提升百分比,物防提升百分比,特攻提升百分比,特防提升百分比,速度提升百分比,命中提升百分比,闪避提升百分比,暴击率提升百分比,暴击伤害提升百分比,最终伤害提升百分比,回复（释放者）物攻值百分比的生命值,回复（释放者）特攻值百分比的生命值,回复（释放者）生命上限百分比的生命值,回复（释放者）当前生命值百分比的生命值,回复（目标）物攻值百分比的生命值,回复（目标）特攻值百分比的生命值,回复（目标）生命上限百分比的生命值,回复（目标）当前生命值百分比的生命值,回复造成伤害百分比的生命值,随机使用技能,随机攻击目标,不能行动,解除所有负面效果,恢复SP,火系技能威力提升百分比,水系技能威力提升百分比,草系技能威力提升百分比,妖系技能威力提升百分比,恶系技能威力提升百分比,龙系技能威力提升百分比,冰系技能威力百分比,鬼系技能威力百分比,普通系技能威力,电系技能威力,虫系技能威力,飞行系技能威力,地面系技能威力,岩石系技能威力,格斗系技能威力,超能系技能威力,钢系技能威力,毒系技能威力,物理系技能威力提升百分比,特攻系技能威力提升百分比
1551,,1,2,0,3,,,,1,2,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,,11,2,10,3,,,,1,1,暴击伤害增加,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,,11,2,5,3,,,,1,1,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,,11,2,0,3,,,,1,1,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,,1,2,10,3,,,,1,2,暴击伤害降低,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,,1,2,5,3,,,,1,2,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,,1,2,0,3,,,,1,2,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,,11,2,10,3,,,,1,1,伤害增加,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,,11,2,5,3,,,,1,1,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,,1,2,0,3,,,,1,1,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,,11,2,5,1,,,,1,1,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,,11,2,20,1,,,,1,1,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,,11,2,30,1,,,,1,1,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,,11,2,10,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,,1,2,10,3,,,,1,2,伤害降低,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,,1,2,5,3,,,,1,2,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,1,2,0,3,,,,1,2,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10001,,1,2,10,3,,,,1,2,毒伤（当前生命值降低）,2,,-0.15,,-0.15,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10002,,1,2,5,3,,,,1,2,毒伤（当前生命值降低）,2,,-0.15,,-0.15,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011,,1,2,50,2,,,,1,2,毒伤（单攻）,2,,-0.15,,-0.15,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012,,1,2,70,2,,,,1,2,毒伤（单攻）,2,,-0.15,,-0.15,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013,,1,2,90,2,,,,1,2,毒伤（单攻）,2,,-0.15,,-0.15,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051,,1,2,15,4,,,,1,2,,2,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052,,1,2,20,4,,,,1,2,,2,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,,1,2,10,2,,,,1,2,火伤（当前生命值降低）,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10102,,1,2,20,2,,,,1,2,火伤（当前生命值降低）,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103,,1,2,30,2,,,,1,2,火伤（当前生命值降低）,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104,,2,2,25,2,,,,1,2,火伤（当前生命值降低）,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10111,,1,2,50,1,,,,1,2,火伤（单攻）,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,,1,2,70,1,,,,1,2,火伤（单攻）,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10113,,1,2,90,2,,,,1,2,火伤（单攻）,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10201,,1,2,10,2,,,,1,2,冰冻（当前生命值降低+减速）,1,,,,,-0.2,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10202,,1,2,20,2,,,,1,2,冰冻（当前生命值降低+减速）,1,,,,,-0.2,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10203,,1,2,30,2,,,,1,2,冰冻（当前生命值降低+减速）,1,,,,,-0.2,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204,,2,2,100,3,,,,1,2,冰冻（当前生命值降低+减速）,1,,,,,-0.2,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10211,,1,2,50,1,,,,1,2,冻伤（单攻）,1,,,,,-0.2,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10212,,1,2,70,1,,,,1,2,冻伤（单攻）,1,,,,,-0.2,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10213,,1,2,90,2,,,,1,2,冻伤（单攻）,1,,,,,-0.2,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,,1,2,6,1,,,,1,2,混乱（随机使用技能攻击随机单位）,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10302,,1,2,12,1,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10303,,1,2,18,1,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10311,,1,2,3,1,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10312,,1,2,6,1,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10313,,1,2,9,1,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10351,,1,2,15,1,,,,1,2,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
10401,,1,2,6,1,,,,1,2,麻痹（不能行动）,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10402,,1,2,12,1,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10403,,1,2,18,1,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10411,,1,2,3,1,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10412,,1,2,6,1,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10413,,1,2,9,1,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10451,,1,2,15,1,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10452,,1,2,30,1,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10453,,14,2,100,1,,,,1,2,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10501,,1,2,6,1,,,,1,2,睡眠（不能行动且每回合回复最大生命值上限的生命值,6,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10502,,1,2,12,1,,,,1,2,,6,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10503,,1,2,18,1,,,,1,2,,6,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10504,,1,2,3,1,,,,1,2,,6,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10505,,1,2,6,1,,,,1,2,,6,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506,,1,2,9,1,,,,1,2,,6,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10551,,1,2,15,1,,,,1,2,,6,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10561,,11,2,0,1,,,,1,2,,6,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10562,,14,2,0,1,,,,1,2,,6,,,,,,,,,,,,,0.15,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10571,,1,2,20,1,,,,1,2,睡眠,6,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10601,,1,2,0,0,,,,1,1,解除所有负面效果,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
10701,,1,2,0,0,,,,1,1,回复特攻值的生命值,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10702,,12,2,0,0,,,,1,1,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10703,,12,2,0,0,,,,1,1,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10704,,12,2,0,0,,,,1,1,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10801,,,2,0,0,,,,1,1,回复物攻值的生命值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10901,,,2,0,0,,,,1,1,回复生命上限生命值,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10951,,1,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10952,,1,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10953,,11,2,20,0,,,,1,1,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954,,1,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10955,,1,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10961,,11,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10962,,12,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10963,,12,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10964,,11,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10965,,11,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10966,,12,2,0,0,,,,1,1,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10971,,1,2,0,4,,,,1,1,持续恢复生命上限血,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10972,,1,2,0,4,,,,1,1,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10973,,1,2,0,2,,,,1,1,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,,1,2,0,0,,,,1,1,损失生命上限生命值,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11051,,1,2,0,0,,,,1,1,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11052,,1,2,0,0,,,,1,1,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,,11,2,-1,0,,,,1,1,吸血（回复造成伤害的生命值）单,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
11102,,11,2,-1,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
11103,,11,2,-1,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,
11104,,11,2,35,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
11105,,11,2,50,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
11106,,11,2,35,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
11151,,11,2,-1,3,,,,1,1,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
11201,,11,2,-1,0,,,,1,1,反震（损失造成伤害的生命值）,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11351,,1,2,0,0,,,,1,2,损失当前生命值的30%,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352,,11,2,0,0,,,,1,2,损失自身当前生命值的55%,,,,,,,,,,,,,,,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451,,1,2,0,0,,,,1,1,恢复SP,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
11452,,12,2,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
11453,,12,2,0,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,
12001,,14,2,0,2,,,,1,1,无敌,,,0.8,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12002,,12,2,0,2,,,,3,1,水君复苏,,,0.35,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12102,,1,2,0,0,,,,3,2,斩杀（HP低于20%即死）,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12103,,1,2,0,1,,,,3,1,必定暴击 无法闪避,,,,,,,1,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12104,,1,2,0,3,,,,3,1,蛰伏,,,0.25,,0.25,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13001,,11,2,20,3,,,,3,1,全属性提高10%,,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13011,,11,2,0,2,,,,3,1,速度降低10%，双防提高10%,,,0.1,,0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13021,,11,2,0,1,,,,3,1,自身特攻下降50%,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13031,,12,2,0,0,,,,3,1,回复特攻10%的血量,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13032,,12,2,0,1,,,,3,1,双防增加20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13041,,11,2,0,2,,,,3,1,双攻降低20%,,-0.2,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13042,,11,2,0,3,,,,3,1,速度提升30%,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13051,,1,2,0,0,,,,3,2,损失对方sp,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,
13052,,11,2,0,0,,,,3,1,增加自己sp,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
13053,,11,2,0,1,,13054,,3,1,效果触发器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13054,,11,2,0,1,,,,3,1,特攻，速度增加,,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13061,,11,2,20,2,,,,3,2,命中降低,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13062,,1,2,20,2,,,,3,2,命中降低,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13071,,12,2,0,1,,,,3,1,草系技能威力增加,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
13072,,1,2,0,1,,13073,,3,1,效果触发器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13073,,1,2,0,0,,,,3,2,造成物攻百分比的伤害,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13081,,1,2,0,-1,13082,,,3,1,效果触发器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13082,,1,2,0,-1,,,,0,2,暴击伤害降低,,,,,,,,,,-0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13091,,11,2,0,1,,13092,,3,1,闪避增加300%,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13092,,11,2,0,1,,,,3,1,自己不能行动,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
13093,,1,2,0,1,,13094,,3,1,效果触发器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13094,,1,2,0,0,,,,3,2,物攻真实伤害12%,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13101,,1,2,0,0,,,,3,2,特攻真实伤害15%,,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13102,,11,2,0,0,,,,3,1,特攻15%回复,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13103,,1,2,0,-1,,,,3,2,特攻下降10%,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13104,,11,2,0,3,,,,3,2,草系技能威力下降,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,
13111,,11,2,0,1,,,,3,1,特防增加50%,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13112,,1,2,0,1,,13113,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13113,,1,2,0,0,,,,3,2,特攻30%的真实伤害,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13114,,5,2,0,2,,13115,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13115,,1,2,0,3,,,,3,2,特攻降低20%,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121,,1,2,0,3,13122,,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13122,,1,2,0,0,,,,3,2,特攻15%的真实伤害,,,,,,,,,,,,,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13123,,11,2,0,3,,13124,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13124,,11,2,0,-1,,,,3,2,混乱,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
13131,,12,2,0,0,,,,3,1,回复特攻血量,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13132,,12,2,0,1,,,,3,1,增加双防,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13141,,1,2,0,5,13142,,,3,1,5回合技能器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13142,,3,2,0,2,,,,3,2,物防降低20%,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13151,,11,2,0,1,,13152,,3,1,闪避增加300%,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13152,,1,2,0,1,,,,3,2,不能行动1回合,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
13153,,1,2,0,1,,13154,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13154,,1,2,0,0,,,,3,2,物攻真实伤害12%,,,,,,,,,,,,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13161,,0,2,0,5,,,,3,1,全体水系技能提高10%,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,
13162,,11,2,0,3,,,,3,1,双攻提高10%,,0.1,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13171,,12,2,0,0,,,,3,1,解除异常状态,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
13172,,1,2,10,3,,,,3,2,烧伤,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13181,,11,2,0,2,13182,13183,,3,2,不能行动,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
13182,,12,2,0,2,,,,0,1,回复特攻10%的血量,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13183,,12,2,0,0,,,,3,1,回复特攻15%的血量,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13184,,1,2,0,0,,,,3,1,造成特攻10%的伤害,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13185,,2,2,0,0,,,,3,2,对全敌造成特攻20%的伤害,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13186,,12,2,0,0,,,,3,2,对己方造成特攻10%的伤害,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13187,,1,2,0,0,,,,3,2,对目标造成特攻10%的伤害,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13191,,1,2,20,1,,,,3,2,麻痹1回合,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
13192,,11,2,0,1,,13193,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
13193,,11,2,0,1,,13194,,3,2,麻痹1回合,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
13194,,11,2,0,2,,,,3,1,速度，特攻增加15%,,,,0.15,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13201,,1,2,50,3,,,,3,2,烧伤,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13202,,11,2,0,0,,,,3,2,损失物攻8%的血量,,,,,,,,,,,,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13211,,12,2,0,-1,,,,3,1,速度增加10%,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13212,,1,2,0,-1,,,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13213,,1,2,0,-1,,,,0,1,速度增加3%,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13214,,1,2,0,-1,,,,0,1,速度增加3%,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13221,,2,2,0,1,,13223,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13222,,2,2,0,1,,13224,,3,1,技能承载器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13223,,1,2,0,3,,,,3,2,烧伤,5,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13224,,1,2,0,0,,,,3,2,损失物攻5%的血量,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13225,,11,2,0,5,,,,3,2,双防，速度减低20%,,,-0.2,,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
