关卡id,关卡id分段注释,宝可梦id（填-1是随机宝可梦）,等级,阵型所属格子,携带技能(不填为宝可梦该等级所拥有的技能）,BOSS缩放,固定血量值,血量个体值,物攻个体值,特攻个体值,物防个体值,特防个体值,速度个体值,血量努力值,物攻努力值,特攻努力值,物防努力值,特防努力值,速度努力值,亲密度等级,星级,增益效果1,增益效果1参数,增益效果2,增益效果2参数,死亡时增加的血量努力值,死亡时增加的物攻努力值,死亡时增加的特攻努力值,死亡时增加的物防努力值,死亡时增加的特防努力值,死亡时增加的速度努力值,亲密度增加经验
70,,1084,26,4,,,3150,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
70,,1083,26,6,,,3150,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
70,,1017,26,8,,,3150,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
70,,1018,26,7,,1.6,9000,40,75,75,20,20,40,20,20,20,20,20,20,5,,,,,,,,,,,,
71,,1485,27,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
71,,1044,27,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
71,,1094,27,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
71,,1067,27,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
72,,1281,27,1,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
72,,1221,27,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
72,,1573,27,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
72,,1570,27,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
73,,1330,27,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
73,,1305,27,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
73,,1631,27,5,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
73,,1437,27,9,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
74,,1004,27,1,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
74,,1097,27,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
74,,1537,27,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
74,,1473,27,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
75,,1140,27,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
75,,1104,27,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
75,,1095,27,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
75,,1051,27,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,5,,,,,,,,,,,,
75,,1028,27,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
75,,1472,27,1,,1.6,13500,40,75,75,20,20,40,30,30,30,30,30,30,6,,,,,,,,,,,,
76,,1110,28,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
76,,1348,28,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
76,,1023,28,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
76,,1095,28,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
77,,1296,28,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
77,,1134,28,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
77,,1573,28,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
77,,1296,28,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
78,,1361,28,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
78,,1445,28,5,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
78,,1484,28,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
78,,1552,28,9,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
79,,1113,28,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
79,,1555,28,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
79,,1138,28,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
79,,1590,28,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
80,,1347,28,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
80,,1246,28,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
80,,1185,28,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
80,,1140,28,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
80,,1075,28,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
80,,1476,28,3,,1.6,13500,40,90,90,20,20,40,20,20,20,20,20,20,6,,,,,,,,,,,,
81,,1333,29,1,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
81,,1115,29,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
81,,1496,29,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
81,,1474,29,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
82,,1570,29,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
82,,1187,29,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
82,,1155,29,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
82,,1607,29,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
83,,1629,29,1,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
83,,1180,29,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
83,,1171,29,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
83,,1483,29,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
84,,1560,29,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
84,,1302,29,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
84,,1159,29,5,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
84,,1135,29,9,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
85,,1056,29,9,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
85,,1447,29,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
85,,1532,29,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
85,,1106,29,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
85,,1067,29,5,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
85,,1620,29,3,,1.6,13500,40,90,90,20,20,40,20,20,20,20,20,20,6,,,,,,,,,,,,
86,,1064,29,1,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
86,,1096,29,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
86,,1444,29,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
86,,1356,29,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
87,,1189,29,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
87,,1459,29,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,6,,,,,,,,,,,,
87,,1102,29,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
87,,1229,29,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
88,,1501,29,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
88,,1288,29,5,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
88,,1472,29,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
88,,1247,29,9,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
89,,1500,29,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
89,,1002,29,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
89,,1067,29,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
89,,1321,29,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
90,,1079,30,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
90,,1063,30,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
90,,1203,30,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
90,,1281,30,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
90,,1307,30,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
90,,1518,30,3,,1.6,13500,40,90,90,20,20,40,20,20,20,20,20,20,7,,,,,,,,,,,,
91,,1045,30,1,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
91,,1131,30,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
91,,1041,30,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
91,,1499,30,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
92,,1614,30,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
92,,1119,30,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
92,,1500,30,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
92,,1006,30,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
93,,1633,30,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
93,,1559,30,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
93,,1572,30,7,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
93,,1979,30,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
94,,1087,30,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
94,,1039,30,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
94,,1160,30,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
94,,1073,30,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
95,,1081,30,2,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
95,,1304,30,3,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
95,,1374,30,4,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
95,,1375,30,6,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
95,,1436,30,8,,,4726,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
95,,1303,30,7,,1.6,13500,40,90,90,20,20,40,20,20,20,20,20,20,7,,,,,,,,,,,,
96,,1587,30,1,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
96,,1989,30,2,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
96,,1309,30,3,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
96,,1230,30,4,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
97,,1259,30,3,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
97,,1285,30,6,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
97,,1220,30,7,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
97,,1357,30,8,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
98,,1067,30,1,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
98,,1365,30,2,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
98,,1045,30,4,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
98,,1155,30,7,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
99,,1472,30,2,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
99,,1979,30,4,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,7,,,,,,,,,,,,
99,,1040,30,5,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
99,,1273,30,9,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
100,,1444,30,6,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
100,,1444,30,8,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
100,,1444,30,7,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
100,,1373,30,4,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
100,,1373,30,2,,,6300,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
100,,1384,30,1,,1.6,18000,40,90,90,20,20,40,30,30,30,30,30,30,8,,,,,,,,,,,,
101,,1060,31,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
101,,1349,31,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
101,,1255,31,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
101,,1444,31,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
101,,1129,31,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
101,,1115,31,9,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
102,,1116,31,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
102,,1100,31,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
102,,1004,31,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
102,,1119,31,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
102,,1072,31,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
102,,1196,31,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
103,,1116,31,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
103,,1041,31,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
103,,1273,31,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
103,,1180,31,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
103,,1050,31,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
103,,1381,31,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
104,,1116,31,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
104,,1322,31,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
104,,1333,31,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
104,,1058,31,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
104,,1019,31,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
104,,1243,31,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
105,,1391,31,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
105,,1499,31,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
105,,1554,31,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
105,,1631,31,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
105,,1654,31,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
105,,1078,31,3,,1.6,24000,40,105,105,20,20,48,20,20,20,20,20,20,8,,,,,,,,,,,,
106,,1066,31,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
106,,1037,31,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
106,,1305,31,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
106,,1391,31,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
106,,1037,31,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
106,,1257,31,9,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
107,,1174,31,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
107,,1501,31,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
107,,1063,31,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
107,,1176,31,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
107,,1016,31,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
107,,1199,31,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
108,,1010,31,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
108,,1090,31,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
108,,1078,31,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
108,,1180,31,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
108,,1132,31,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
108,,1464,31,9,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
109,,1041,31,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
109,,1173,31,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
109,,1273,31,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
109,,1180,31,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
109,,1019,31,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
109,,1154,31,9,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
110,,1279,31,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
110,,1318,31,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
110,,1320,31,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
110,,1341,31,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
110,,1394,31,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
110,,1503,31,7,,1.6,24000,40,105,105,20,20,48,20,20,20,20,20,20,8,,,,,,,,,,,,
111,,1129,32,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
111,,1041,32,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
111,,1088,32,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
111,,1499,32,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,8,,,,,,,,,,,,
111,,1069,32,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
111,,1484,32,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
112,,1013,32,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
112,,1052,32,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
112,,1304,32,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
112,,1253,32,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
112,,1016,32,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
112,,1321,32,9,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
113,,1174,32,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
113,,1129,32,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
113,,1246,32,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
113,,1114,32,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
113,,1037,32,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
113,,1018,32,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
114,,1069,32,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
114,,1060,32,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
114,,1092,32,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
114,,1156,32,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
114,,1092,32,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
114,,1381,32,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
115,,1496,32,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
115,,1345,32,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
115,,1331,32,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
115,,1286,32,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
115,,1274,32,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
115,,1254,32,1,,1.6,24000,40,105,105,20,20,48,20,20,20,20,20,20,9,,,,,,,,,,,,
116,,1032,32,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
116,,1050,32,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
116,,1025,32,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
116,,1459,32,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
116,,1046,32,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
116,,1131,32,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
117,,1037,32,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
117,,1016,32,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
117,,1322,32,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
117,,1496,32,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
117,,1052,32,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
117,,1160,32,9,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
118,,1129,32,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
118,,1021,32,3,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
118,,1110,32,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
118,,1427,32,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
118,,1060,32,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
118,,1497,32,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
119,,1043,32,1,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
119,,1046,32,2,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
119,,1459,32,4,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
119,,1028,32,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
119,,1046,32,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
119,,1062,32,9,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
120,,1552,32,9,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
120,,1559,32,8,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
120,,1570,32,7,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
120,,1624,32,6,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
120,,1634,32,5,,,8400,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
120,,1635,32,1,,1.6,24000,40,105,105,20,20,48,20,20,20,20,20,20,9,,,,,,,,,,,,
121,,1116,33,1,,,10500,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
121,,1074,33,2,,,10500,40,20,20,20,20,20,0,0,0,0,0,0,9,,,,,,,,,,,,
