预览位置（1.钻石扭蛋，2.扭蛋十抽，3.工会商店，4.竞技商店，5宝可梦商店，6.秒杀专场商店）,"所在商店类型(1.学习机 2.公会商店 3.竞技场商店 4.宠物商店 5.特惠商店，6大赛商店，7道馆商店，8专场秒杀,9携带品）",购买次数限制(不填没限制）,"购买条件限制类型(不填没有,1:道馆声望)",购买条件限制数值,重置周期（天）不填为系统不自动刷新,起始时间,结束时间,商品id（道具id;数量）,购买价格（道具id；数量）,走马灯标记,周期标记(1为7天，2为30天，3为五折，4为七折，5为1折 不填为无),是否显示（0/null=显示，1=不显示）
number,number,number,number,number,number,string,string,string,string,number,number,number
id,type,countLimit,buyLimitType,buyLimitNumber,refreshCycle,startTime,dedTime,goods,price,notify,cycleNotify,display
12001,4,1,,,,,,601107;5,6;2250,,,
12002,4,1,,,,,,601128;5,6;2250,,,
12003,4,1,,,,,,601122;5,6;2250,,,
12004,4,1,,,,,,601114;5,6;2250,,,
12005,4,1,,,,,,601459;5,6;2700,,,
12006,4,1,,,,,,601621;5,6;2700,,,
12007,4,1,,,,,,601124;5,6;2700,,,
12008,4,1,,,,,,601082;5,6;2700,,,
12009,4,1,,,,,,601305;5,6;2700,,,
12010,4,1,,,,,,601176;5,6;2700,,,
12011,4,1,,,,,,601180;5,6;2700,,,
12012,4,1,,,,,,601291;5,6;2700,,,
12013,4,1,,,,,,601228;5,6;2250,,,
12014,4,1,,,,,,601025;5,6;2250,,,
12015,4,1,,,,,,601320;5,6;2700,,,
12016,4,1,,,,,,601425;5,6;2250,,,
12017,4,1,,,,,,601093;5,6;2250,,,
12018,4,1,,,,,,601356;5,6;2700,,,
12019,4,1,,,,,,601281;5,6;2700,,,
12020,4,1,,,,,,601058;5,6;2700,,,
12021,4,1,,,,,,601215;3,6;4500,,,
12022,4,1,,,,,,601309;3,6;4500,,,
12023,4,1,,,,,,601361;3,6;4500,,,
12024,4,1,,,,,,601361;3,6;4500,,,
12025,4,1,,,,,,601459;5,6;2700,,,
12026,4,1,,,,,,601459;5,6;2700,,,
12027,4,1,,,,,,601562;5,6;2700,,,
12028,4,1,,,,,,601040;5,6;2250,,,
12029,4,1,,,,,,601026;2,2;1800,,,
12030,4,1,,,,,,601038;2,2;1800,,,
12031,4,1,,,,,,601059;2,2;1800,,,
12032,4,1,,,,,,601062;2,2;1800,,,
12033,4,1,,,,,,601065;2,2;1800,,,
12034,4,1,,,,,,601094;2,2;1800,,,
12035,4,1,,,,,,601103;2,2;1800,,,
12036,4,1,,,,,,601115;2,2;1800,,,
12037,4,1,,,,,,601130;2,2;1800,,,
12038,4,1,,,,,,601169;2,2;1800,,,
12039,4,1,,,,,,601199;2,2;1800,,,
12040,4,1,,,,,,601230;2,2;1800,,,
12041,4,1,,,,,,601319;2,2;1800,,,
12042,4,1,,,,,,601321;2,2;1800,,,
12043,4,1,,,,,,601323;2,2;1800,,,
12044,4,1,,,,,,601334;2,2;1800,,,
12045,4,1,,,,,,601354;2,2;1800,,,
12046,4,1,,,,,,601362;2,2;1800,,,
12047,4,1,,,,,,601426;2,2;1800,,,
12048,4,1,,,,,,601460;2,2;1800,,,
12049,4,1,,,,,,601563;2,2;1800,,,
12050,4,1,,,,,,601623;2,2;1800,,,
13000,5,20,,,1,2020/10/10 0:00,2021/12/28 0:00,10023;1,2;3000,,,
13001,5,100,,,1,2020/10/10 0:00,2021/12/28 0:00,10602;1,2;600,,,
13002,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12111;1,2;900,,,
13003,5,500,,,1,2020/10/10 0:00,2021/12/28 0:00,10145;1,2;3600,,,
13004,5,50,,,1,2020/10/10 0:00,2021/12/28 0:00,6;500,2;3000,,,
13005,5,100,,,1,2020/10/10 0:00,2021/12/28 0:00,10308;1,2;600,,,
13006,5,100,,,1,2020/10/10 0:00,2021/12/28 0:00,10309;1,2;3000,,,
13007,5,100,,,1,2020/10/10 0:00,2021/12/28 0:00,10101;1,2;1500,,,
13008,5,5,,,1,2020/10/10 0:00,2021/12/28 0:00,13004;1,1;3000000,,,
13009,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12101;1,2;750,,,
13010,5,1000,,,1,2020/10/10 0:00,2021/12/28 0:00,12102;1,2;750,,,
14000,6,10,,,,,,601149;1,19003;9000,,,
14001,6,10,,,,,,601248;1,19003;9000,,,
14002,6,10,,,,,,601635;1,19003;9000,,,
14003,6,99,,,,,,12301;1,19003;900,,,
14004,6,10,,,,,,10022;1,19003;4500,,,
14005,6,5,,,,,,12201;1,19003;6000,,,
14006,6,5,,,,,,10309;1,19003;9000,,,
14007,6,99,,,,,,12221;1,19003;1500,,,
15000,7,3,1,20,7,2020/10/18 0:00,,10042;1,1;22500000,,1,
15001,7,2,1,45,7,2020/10/18 0:00,,10043;1,1;60000000,,1,
15002,7,1,1,70,7,2020/10/18 0:00,,10044;1,1;105000000,,1,
16000,8,1,,,,2020/10/10 2:00,2020/10/10 8:00,10322;1,2;21000,,4,
16001,8,1,,,,2020/10/10 2:00,2020/10/10 8:00,10323;1,2;21000,,4,
16002,8,1,,,,2020/10/10 2:00,2020/10/10 8:00,12007;100,2;24000,,4,
16003,8,1,,,,2020/10/10 2:00,2020/10/10 8:00,12151;100,2;3000,,4,
16004,8,1,,,,2020/10/10 2:00,2020/10/10 8:00,12211;3,2;4500,,4,
16005,8,1,,,,2020/10/10 2:00,2020/10/10 8:00,12245;5,2;10500,,3,
16006,8,1,,,,2020/10/10 2:00,2020/10/10 8:00,12234;5,2;10500,,3,
16007,8,1,,,,2020/10/10 2:00,2020/10/10 8:00,10334;1,2;24000,,3,
16008,8,1,,,,2020/10/10 8:00,2020/10/10 14:00,10326;1,2;21000,,4,
16009,8,1,,,,2020/10/10 8:00,2020/10/10 14:00,10327;1,2;21000,,4,
16010,8,1,,,,2020/10/10 8:00,2020/10/10 14:00,12007;100,2;24000,,4,
16011,8,1,,,,2020/10/10 8:00,2020/10/10 14:00,12211;3,2;4500,,4,
16012,8,1,,,,2020/10/10 8:00,2020/10/10 14:00,12239;5,2;10500,,4,
16013,8,1,,,,2020/10/10 8:00,2020/10/10 14:00,12229;5,2;10500,,3,
16014,8,1,,,,2020/10/10 8:00,2020/10/10 14:00,601058;80,2;21000,,3,
16015,8,1,,,,2020/10/10 8:00,2020/10/10 14:00,10338;1,2;45000,,3,
16016,8,1,,,,2020/10/10 14:00,2020/10/10 20:00,10324;1,2;21000,,4,
16017,8,1,,,,2020/10/10 14:00,2020/10/10 20:00,10325;1,2;21000,,4,
16018,8,1,,,,2020/10/10 14:00,2020/10/10 20:00,12007;100,2;24000,,4,
16019,8,1,,,,2020/10/10 14:00,2020/10/10 20:00,12211;3,2;4500,,4,
16020,8,1,,,,2020/10/10 14:00,2020/10/10 20:00,12106;100,2;45000,,4,
16021,8,1,,,,2020/10/10 14:00,2020/10/10 20:00,601080;80,2;21000,,3,
16022,8,1,,,,2020/10/10 14:00,2020/10/10 20:00,10339;1,2;15000,,3,
16023,8,1,,,,2020/10/10 14:00,2020/10/10 20:00,10332;1,2;60000,,3,
16024,8,1,,,,2020/10/10 20:00,2020/10/31 2:00,10328;1,2;21000,,4,
16025,8,1,,,,2020/10/10 20:00,2020/10/31 2:00,10208;1,2;21000,,4,
16026,8,1,,,,2020/10/10 20:00,2020/10/31 2:00,12007;100,2;24000,,4,
16027,8,1,,,,2020/10/10 20:00,2020/10/31 2:00,10330;1,2;15000,,3,
16028,8,1,,,,2020/10/10 20:00,2020/10/31 2:00,10331;1,2;15000,,3,
16029,8,1,,,,2020/10/10 20:00,2020/10/31 2:00,10087;20,2;90000,,4,
16030,8,1,,,,2020/10/31 2:00,2020/10/31 8:00,10324;1,2;24000,,4,
16031,8,1,,,,2020/10/31 2:00,2020/10/31 8:00,10325;1,2;24000,,4,
16032,8,1,,,,2020/10/31 2:00,2020/10/31 8:00,12005;50,2;12000,,4,
16033,8,1,,,,2020/10/31 2:00,2020/10/31 8:00,12151;100,2;3000,,4,
16034,8,1,,,,2020/10/31 2:00,2020/10/31 8:00,12211;3,2;4500,,4,
16035,8,1,,,,2020/10/31 2:00,2020/10/31 8:00,12243;5,2;10500,,3,
16036,8,1,,,,2020/10/31 2:00,2020/10/31 8:00,12233;5,2;10500,,3,
16037,8,1,,,,2020/10/31 2:00,2020/10/31 8:00,10334;1,2;24000,,3,
16038,8,1,,,,2020/10/31 8:00,2020/10/31 14:00,10326;1,2;24000,,4,
16039,8,1,,,,2020/10/31 8:00,2020/10/31 14:00,601215;60,2;54000,,4,
16040,8,1,,,,2020/10/31 8:00,2020/10/31 14:00,12005;50,2;12000,,4,
16041,8,1,,,,2020/10/31 8:00,2020/10/31 14:00,12211;3,2;4500,,4,
16042,8,1,,,,2020/10/31 8:00,2020/10/31 14:00,12238;5,2;10500,,4,
16043,8,1,,,,2020/10/31 8:00,2020/10/31 14:00,12228;5,2;10500,,3,
16044,8,1,,,,2020/10/31 8:00,2020/10/31 14:00,601090;60,2;21000,,3,
16045,8,1,,,,2020/10/31 14:00,2020/10/31 20:00,10324;1,2;21000,,4,
16046,8,1,,,,2020/10/31 14:00,2020/10/31 20:00,10325;1,2;21000,,4,
16047,8,1,,,,2020/10/31 14:00,2020/10/31 20:00,12104;100,2;24000,,4,
16048,8,1,,,,2020/10/31 14:00,2020/10/31 20:00,12211;3,2;4500,,4,
16049,8,1,,,,2020/10/31 14:00,2020/10/31 20:00,12102;100,2;45000,,4,
16050,8,1,,,,2020/10/31 14:00,2020/10/31 20:00,601113;60,2;21000,,3,
16051,8,1,,,,2020/10/31 14:00,2020/10/31 20:00,10339;1,2;15000,,3,
16052,8,1,,,,2020/10/31 14:00,2020/10/31 20:00,601117;60,2;60000,,3,
16053,8,1,,,,2020/10/31 20:00,2020/11/1 2:00,10328;1,2;21000,,4,
16054,8,1,,,,2020/10/31 20:00,2020/11/1 2:00,10208;1,2;21000,,4,
16055,8,1,,,,2020/10/31 20:00,2020/11/1 2:00,12108;100,2;24000,,4,
16056,8,1,,,,2020/10/31 20:00,2020/11/1 2:00,601318;60,2;9000,,3,
16057,8,1,,,,2020/10/31 20:00,2020/11/1 2:00,601446;60,2;9000,,3,
16058,8,1,,,,2020/10/31 20:00,2020/11/1 2:00,10087;20,2;90000,,4,
16059,8,1,,,,2020/11/1 2:00,2020/11/1 8:00,10328;1,2;24000,,4,
16060,8,1,,,,2020/11/1 2:00,2020/11/1 8:00,10329;1,2;24000,,4,
16061,8,1,,,,2020/11/1 2:00,2020/11/1 8:00,12005;50,2;12000,,4,
16062,8,1,,,,2020/11/1 2:00,2020/11/1 8:00,12151;100,2;3000,,4,
16063,8,1,,,,2020/11/1 2:00,2020/11/1 8:00,12211;3,2;4500,,4,
16064,8,1,,,,2020/11/1 2:00,2020/11/1 8:00,12233;5,2;15000,,3,
16065,8,1,,,,2020/11/1 2:00,2020/11/1 8:00,12223;5,2;15000,,3,
16066,8,1,,,,2020/11/1 2:00,2020/11/1 8:00,10003;5,2;6000,,3,
16067,8,1,,,,2020/11/1 8:00,2020/11/1 14:00,10326;1,2;24000,,4,
16068,8,1,,,,2020/11/1 8:00,2020/11/1 14:00,601585;60,2;24000,,4,
16069,8,1,,,,2020/11/1 8:00,2020/11/1 14:00,12005;50,2;12000,,4,
16070,8,1,,,,2020/11/1 8:00,2020/11/1 14:00,12211;3,2;4500,,4,
16071,8,1,,,,2020/11/1 8:00,2020/11/1 14:00,12243;5,2;15000,,4,
16072,8,1,,,,2020/11/1 8:00,2020/11/1 14:00,12248;5,2;15000,,3,
16073,8,1,,,,2020/11/1 8:00,2020/11/1 14:00,601622;60,2;27000,,3,
16074,8,1,,,,2020/11/1 14:00,2020/11/1 20:00,10322;1,2;25500,,4,
16075,8,1,,,,2020/11/1 14:00,2020/11/1 20:00,10323;1,2;25500,,4,
16076,8,1,,,,2020/11/1 14:00,2020/11/1 20:00,12104;100,2;36000,,4,
16077,8,1,,,,2020/11/1 14:00,2020/11/1 20:00,10339;1,2;24000,,4,
16078,8,1,,,,2020/11/1 14:00,2020/11/1 20:00,12103;100,2;36000,,4,
16079,8,1,,,,2020/11/1 14:00,2020/11/1 20:00,601541;60,2;25500,,3,
16080,8,1,,,,2020/11/1 14:00,2020/11/1 20:00,10023;2,2;6000,,3,
16081,8,1,,,,2020/11/1 14:00,2020/11/1 20:00,10003;5,2;6000,,3,
16082,8,1,,,,2020/11/1 20:00,2020/11/2 2:00,10328;1,2;25500,,4,
16083,8,1,,,,2020/11/1 20:00,2020/11/2 2:00,10312;1,2;25500,,4,
16084,8,1,,,,2020/11/1 20:00,2020/11/2 2:00,12103;100,2;36000,,4,
16085,8,1,,,,2020/11/1 20:00,2020/11/2 2:00,601536;60,2;27000,,3,
16086,8,1,,,,2020/11/1 20:00,2020/11/2 2:00,601427;60,2;24000,,3,
16087,8,1,,,,2020/11/1 20:00,2020/11/2 2:00,12501;100,2;6000,,4,
16088,8,1,,,,2020/11/2 2:00,2020/11/2 8:00,10326;1,2;24000,,4,
16089,8,1,,,,2020/11/2 2:00,2020/11/2 8:00,10327;1,2;24000,,4,
16090,8,1,,,,2020/11/2 2:00,2020/11/2 8:00,12005;50,2;12000,,4,
16091,8,1,,,,2020/11/2 2:00,2020/11/2 8:00,12151;100,2;3000,,4,
16092,8,1,,,,2020/11/2 2:00,2020/11/2 8:00,12211;3,2;4500,,4,
16093,8,1,,,,2020/11/2 2:00,2020/11/2 8:00,12233;5,2;15000,,3,
16094,8,1,,,,2020/11/2 2:00,2020/11/2 8:00,12223;5,2;15000,,3,
16095,8,1,,,,2020/11/2 2:00,2020/11/2 8:00,10003;5,2;6000,,3,
16096,8,1,,,,2020/11/2 8:00,2020/11/2 14:00,10326;1,2;24000,,4,
16097,8,1,,,,2020/11/2 8:00,2020/11/2 14:00,601361;60,2;27000,,4,
16098,8,1,,,,2020/11/2 8:00,2020/11/2 14:00,12005;50,2;12000,,4,
16099,8,1,,,,2020/11/2 8:00,2020/11/2 14:00,12211;3,2;4500,,4,
16100,8,1,,,,2020/11/2 8:00,2020/11/2 14:00,12401;500,2;15000,,4,
16101,8,1,,,,2020/11/2 8:00,2020/11/2 14:00,12400;500,2;15000,,3,
16102,8,1,,,,2020/11/2 8:00,2020/11/2 14:00,601320;60,2;27000,,3,
16103,8,1,,,,2020/11/2 8:00,2020/11/2 14:00,13001;20,2;9000,,3,
16104,8,1,,,,2020/11/2 14:00,2020/11/2 20:00,10322;1,2;25500,,4,
16105,8,1,,,,2020/11/2 14:00,2020/11/2 20:00,10323;1,2;25500,,4,
16106,8,1,,,,2020/11/2 14:00,2020/11/2 20:00,12103;100,2;36000,,4,
16107,8,1,,,,2020/11/2 14:00,2020/11/2 20:00,12501;100,2;6000,,4,
16108,8,1,,,,2020/11/2 14:00,2020/11/2 20:00,12211;3,2;4500,,4,
16109,8,1,,,,2020/11/2 14:00,2020/11/2 20:00,12503;100,2;6000,,3,
16110,8,1,,,,2020/11/2 14:00,2020/11/2 20:00,10023;1,2;6000,,2,
16111,8,1,,,,2020/11/2 14:00,2020/11/2 20:00,10003;5,2;6000,,3,
16112,8,1,,,,2020/11/2 20:00,2020/11/3 2:00,10324;1,2;25500,,4,
16113,8,1,,,,2020/11/2 20:00,2020/11/3 2:00,10311;1,2;25500,,4,
16114,8,1,,,,2020/11/2 20:00,2020/11/3 2:00,12103;100,2;36000,,4,
16115,8,1,,,,2020/11/2 20:00,2020/11/3 2:00,601281;60,2;27000,,3,
16116,8,1,,,,2020/11/2 20:00,2020/11/3 2:00,601309;60,2;27000,,3,
16117,8,1,,,,2020/11/2 20:00,2020/11/3 2:00,601291;60,2;21000,,4,
16118,8,1,,,,2020/11/3 2:00,2020/11/3 8:00,10326;1,2;24000,,4,
16119,8,1,,,,2020/11/3 2:00,2020/11/3 8:00,10327;1,2;24000,,4,
16120,8,1,,,,2020/11/3 2:00,2020/11/3 8:00,12501;100,2;6000,,4,
16121,8,1,,,,2020/11/3 2:00,2020/11/3 8:00,12401;500,2;15000,,4,
16122,8,1,,,,2020/11/3 2:00,2020/11/3 8:00,12400;500,2;15000,,3,
16123,8,1,,,,2020/11/3 2:00,2020/11/3 8:00,12233;5,2;15000,,3,
16124,8,1,,,,2020/11/3 2:00,2020/11/3 8:00,13001;20,2;9000,,3,
16125,8,1,,,,2020/11/3 2:00,2020/11/3 8:00,10003;5,2;6000,,3,
16126,8,1,,,,2020/11/3 8:00,2020/11/3 14:00,10326;1,2;24000,,4,
16127,8,1,,,,2020/11/3 8:00,2020/11/3 14:00,601180;60,2;36000,,4,
16128,8,1,,,,2020/11/3 8:00,2020/11/3 14:00,12501;100,2;6000,,4,
16129,8,1,,,,2020/11/3 8:00,2020/11/3 14:00,12211;3,2;4500,,4,
16130,8,1,,,,2020/11/3 8:00,2020/11/3 14:00,12243;5,2;15000,,4,
16131,8,1,,,,2020/11/3 8:00,2020/11/3 14:00,12248;5,2;15000,,3,
16132,8,1,,,,2020/11/3 8:00,2020/11/3 14:00,601394;60,2;25500,,3,
16133,8,1,,,,2020/11/3 14:00,2020/11/3 20:00,10328;1,2;25500,,4,
16134,8,1,,,,2020/11/3 14:00,2020/11/3 20:00,10329;1,2;25500,,4,
16135,8,1,,,,2020/11/3 14:00,2020/11/3 20:00,12101;100,2;36000,,4,
16136,8,1,,,,2020/11/3 14:00,2020/11/3 20:00,10339;1,2;24000,,4,
16137,8,1,,,,2020/11/3 14:00,2020/11/3 20:00,12503;100,2;6000,,3,
16138,8,1,,,,2020/11/3 14:00,2020/11/3 20:00,601228;60,2;24000,,3,
16139,8,1,,,,2020/11/3 14:00,2020/11/3 20:00,10023;1,2;6000,,2,
16140,8,1,,,,2020/11/3 14:00,2020/11/3 20:00,10003;5,2;6000,,3,
16141,8,1,,,,2020/11/3 20:00,2020/11/4 2:00,10328;1,2;25500,,4,
16142,8,1,,,,2020/11/3 20:00,2020/11/4 2:00,10315;1,2;25500,,4,
16143,8,1,,,,2020/11/3 20:00,2020/11/4 2:00,12104;100,2;36000,,4,
16144,8,1,,,,2020/11/3 20:00,2020/11/4 2:00,12401;1000,2;21000,,4,
16145,8,1,,,,2020/11/3 20:00,2020/11/4 2:00,12400;1000,2;21000,,4,
16146,8,1,,,,2020/11/3 20:00,2020/11/4 2:00,12211;10,2;10500,,4,
16147,8,1,,,,2020/11/4 2:00,2020/11/4 8:00,10325;1,2;24000,,4,
16148,8,1,,,,2020/11/4 2:00,2020/11/4 8:00,10326;1,2;24000,,4,
16149,8,1,,,,2020/11/4 2:00,2020/11/4 8:00,12501;100,2;6000,,4,
16150,8,1,,,,2020/11/4 2:00,2020/11/4 8:00,12151;100,2;3000,,4,
16151,8,1,,,,2020/11/4 2:00,2020/11/4 8:00,12211;3,2;4500,,4,
16152,8,1,,,,2020/11/4 2:00,2020/11/4 8:00,12233;5,2;15000,,3,
16153,8,1,,,,2020/11/4 2:00,2020/11/4 8:00,12223;5,2;15000,,3,
16154,8,1,,,,2020/11/4 2:00,2020/11/4 8:00,10003;5,2;6000,,3,
16155,8,1,,,,2020/11/4 8:00,2020/11/4 14:00,10326;1,2;24000,,4,
16156,8,1,,,,2020/11/4 8:00,2020/11/4 14:00,601459;60,2;24000,,4,
16157,8,1,,,,2020/11/4 8:00,2020/11/4 14:00,12005;50,2;12000,,4,
16158,8,1,,,,2020/11/4 8:00,2020/11/4 14:00,12211;3,2;4500,,4,
16159,8,1,,,,2020/11/4 8:00,2020/11/4 14:00,12243;5,2;15000,,4,
16160,8,1,,,,2020/11/4 8:00,2020/11/4 14:00,13001;20,2;9000,,3,
16161,8,1,,,,2020/11/4 8:00,2020/11/4 14:00,601394;60,2;25500,,3,
16162,8,1,,,,2020/11/4 14:00,2020/11/4 20:00,10328;1,2;25500,,4,
16163,8,1,,,,2020/11/4 14:00,2020/11/4 20:00,10329;1,2;25500,,4,
16164,8,1,,,,2020/11/4 14:00,2020/11/4 20:00,12105;100,2;36000,,4,
16165,8,1,,,,2020/11/4 14:00,2020/11/4 20:00,10339;1,2;24000,,4,
16166,8,1,,,,2020/11/4 14:00,2020/11/4 20:00,12102;100,2;45000,,3,
16167,8,1,,,,2020/11/4 14:00,2020/11/4 20:00,601228;60,2;24000,,3,
16168,8,1,,,,2020/11/4 14:00,2020/11/4 20:00,10023;1,2;6000,,2,
16169,8,1,,,,2020/11/4 14:00,2020/11/4 20:00,10003;5,2;6000,,3,
16170,8,1,,,,2020/11/4 20:00,2020/11/5 2:00,10327;1,2;25500,,4,
16171,8,1,,,,2020/11/4 20:00,2020/11/5 2:00,10316;1,2;25500,,4,
16172,8,1,,,,2020/11/4 20:00,2020/11/5 2:00,12108;100,2;36000,,4,
16173,8,1,,,,2020/11/4 20:00,2020/11/5 2:00,601318;60,2;27000,,3,
16174,8,1,,,,2020/11/4 20:00,2020/11/5 2:00,601446;60,2;27000,,3,
16175,8,1,,,,2020/11/4 20:00,2020/11/5 2:00,12503;300,2;15000,,5,
16176,8,1,,,,2020/11/5 2:00,2020/11/5 8:00,10326;1,2;24000,,4,
16177,8,1,,,,2020/11/5 2:00,2020/11/5 8:00,10327;1,2;24000,,4,
16178,8,1,,,,2020/11/5 2:00,2020/11/5 8:00,12005;50,2;12000,,4,
16179,8,1,,,,2020/11/5 2:00,2020/11/5 8:00,12151;100,2;3000,,4,
16180,8,1,,,,2020/11/5 2:00,2020/11/5 8:00,12211;3,2;4500,,4,
16181,8,1,,,,2020/11/5 2:00,2020/11/5 8:00,12238;5,2;15000,,3,
16182,8,1,,,,2020/11/5 2:00,2020/11/5 8:00,12243;5,2;15000,,3,
16183,8,1,,,,2020/11/5 2:00,2020/11/5 8:00,10003;5,2;6000,,3,
16184,8,1,,,,2020/11/5 8:00,2020/11/5 14:00,10326;1,2;24000,,4,
16185,8,1,,,,2020/11/5 8:00,2020/11/5 14:00,601459;60,2;24000,,4,
16186,8,1,,,,2020/11/5 8:00,2020/11/5 14:00,12005;50,2;12000,,4,
16187,8,1,,,,2020/11/5 8:00,2020/11/5 14:00,12211;3,2;4500,,4,
16188,8,1,,,,2020/11/5 8:00,2020/11/5 14:00,12223;5,2;15000,,4,
16189,8,1,,,,2020/11/5 8:00,2020/11/5 14:00,12228;5,2;15000,,3,
16190,8,1,,,,2020/11/5 8:00,2020/11/5 14:00,601394;60,2;25500,,3,
16191,8,1,,,,2020/11/5 14:00,2020/11/5 20:00,10328;1,2;25500,,4,
16192,8,1,,,,2020/11/5 14:00,2020/11/5 20:00,10329;1,2;25500,,4,
16193,8,1,,,,2020/11/5 14:00,2020/11/5 20:00,12101;100,2;36000,,4,
16194,8,1,,,,2020/11/5 14:00,2020/11/5 20:00,10339;1,2;24000,,4,
16195,8,1,,,,2020/11/5 14:00,2020/11/5 20:00,12211;3,2;4500,,4,
16196,8,1,,,,2020/11/5 14:00,2020/11/5 20:00,601274;60,2;24000,,3,
16197,8,1,,,,2020/11/5 14:00,2020/11/5 20:00,10023;1,2;6000,,2,
16198,8,1,,,,2020/11/5 14:00,2020/11/5 20:00,10003;5,2;6000,,3,
16199,8,1,,,,2020/11/5 20:00,2020/11/6 2:00,10328;1,2;25500,,4,
16200,8,1,,,,2020/11/5 20:00,2020/11/6 2:00,10208;1,2;25500,,4,
16201,8,1,,,,2020/11/5 20:00,2020/11/6 2:00,12103;100,2;36000,,4,
16202,8,1,,,,2020/11/5 20:00,2020/11/6 2:00,601153;60,2;27000,,3,
16203,8,1,,,,2020/11/5 20:00,2020/11/6 2:00,601176;60,2;36000,,3,
16204,8,1,,,,2020/11/5 20:00,2020/11/6 2:00,10087;20,2;90000,,4,
16205,8,1,,,,2020/11/6 2:00,2020/11/6 8:00,10326;1,2;24000,,4,
16206,8,1,,,,2020/11/6 2:00,2020/11/6 8:00,10327;1,2;24000,,4,
16207,8,1,,,,2020/11/6 2:00,2020/11/6 8:00,12005;50,2;12000,,4,
16208,8,1,,,,2020/11/6 2:00,2020/11/6 8:00,12151;100,2;3000,,4,
16209,8,1,,,,2020/11/6 2:00,2020/11/6 8:00,12211;3,2;4500,,4,
16210,8,1,,,,2020/11/6 2:00,2020/11/6 8:00,12233;5,2;15000,,3,
16211,8,1,,,,2020/11/6 2:00,2020/11/6 8:00,12223;5,2;15000,,3,
16212,8,1,,,,2020/11/6 2:00,2020/11/6 8:00,10003;5,2;6000,,3,
16213,8,1,,,,2020/11/6 8:00,2020/11/6 14:00,10326;1,2;24000,,4,
16214,8,1,,,,2020/11/6 8:00,2020/11/6 14:00,601698;60,2;24000,,4,
16215,8,1,,,,2020/11/6 8:00,2020/11/6 14:00,12005;50,2;12000,,4,
16216,8,1,,,,2020/11/6 8:00,2020/11/6 14:00,12211;3,2;4500,,4,
16217,8,1,,,,2020/11/6 8:00,2020/11/6 14:00,12243;5,2;15000,,4,
16218,8,1,,,,2020/11/6 8:00,2020/11/6 14:00,12248;5,2;15000,,3,
16219,8,1,,,,2020/11/6 8:00,2020/11/6 14:00,601680;60,2;24000,,3,
16220,8,1,,,,2020/11/6 14:00,2020/11/6 20:00,10328;1,2;25500,,4,
16221,8,1,,,,2020/11/6 14:00,2020/11/6 20:00,10325;1,2;25500,,4,
16222,8,1,,,,2020/11/6 14:00,2020/11/6 20:00,12103;100,2;36000,,4,
16223,8,1,,,,2020/11/6 14:00,2020/11/6 20:00,10339;1,2;24000,,4,
16224,8,1,,,,2020/11/6 14:00,2020/11/6 20:00,12106;100,2;45000,,3,
16225,8,1,,,,2020/11/6 14:00,2020/11/6 20:00,601329;60,2;24000,,3,
16226,8,1,,,,2020/11/6 14:00,2020/11/6 20:00,10023;2,2;6000,,2,
16227,8,1,,,,2020/11/6 14:00,2020/11/6 20:00,10003;5,2;6000,,3,
16228,8,1,,,,2020/11/6 20:00,2020/11/7 2:00,10328;1,2;25500,,4,
16229,8,1,,,,2020/11/6 20:00,2020/11/7 2:00,10208;1,2;25500,,4,
16230,8,1,,,,2020/11/6 20:00,2020/11/7 2:00,12103;100,2;36000,,4,
16231,8,1,,,,2020/11/6 20:00,2020/11/7 2:00,601562;60,2;27000,,3,
16232,8,1,,,,2020/11/6 20:00,2020/11/7 2:00,601427;60,2;27000,,3,
16233,8,1,,,,2020/11/6 20:00,2020/11/7 2:00,10087;20,2;90000,,4,
17000,9,1,,,,,,700113;1,2;15000,,,
17001,9,1,,,,,,700114;1,2;15000,,,
17002,9,1,,,,,,700115;1,2;15000,,,
17003,9,1,,,,,,700116;1,2;15000,,,
17004,9,1,,,,,,700213;1,2;15000,,,
17005,9,1,,,,,,700214;1,2;15000,,,
17006,9,1,,,,,,700215;1,2;15000,,,
17007,9,1,,,,,,700216;1,2;15000,,,
17008,9,1,,,,,,700313;1,2;15000,,,
17009,9,1,,,,,,700314;1,2;15000,,,
17010,9,1,,,,,,700315;1,2;15000,,,
17011,9,1,,,,,,700316;1,2;15000,,,
17012,9,1,,,,,,700413;1,2;15000,,,
17013,9,1,,,,,,700414;1,2;15000,,,
17014,9,1,,,,,,700415;1,2;15000,,,
17015,9,1,,,,,,700416;1,2;15000,,,
17016,9,1,,,,,,700109;1,2;6000,,,
17017,9,1,,,,,,700110;1,2;6000,,,
17018,9,1,,,,,,700111;1,2;6000,,,
17019,9,1,,,,,,700112;1,2;6000,,,
17020,9,1,,,,,,700209;1,2;6000,,,
17021,9,1,,,,,,700210;1,2;6000,,,
17022,9,1,,,,,,700211;1,2;6000,,,
17023,9,1,,,,,,700212;1,2;6000,,,
17024,9,1,,,,,,700309;1,2;6000,,,
17025,9,1,,,,,,700310;1,2;6000,,,
17026,9,1,,,,,,700311;1,2;6000,,,
17027,9,1,,,,,,700312;1,2;6000,,,
17028,9,1,,,,,,700313;1,2;15000,,,
17029,9,1,,,,,,700314;1,2;15000,,,
