宝可梦ID,上阵ID,宝可梦名字,宝可梦描述,特性ID,升23456789星消耗道具（道具id；数量分隔）,努力值升阶道具需求（从1升2起，0升1不需要）,技能(技能编号;技能学习等级|技能编号;技能学习等级),血量种族值,物攻种族值,物防种族值,特攻种族值,特防种族值,速度种族值,种族值总和,属性ID（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢 18.毒）,副属性（1.火 2.水 3.草 4.妖 5.恶 6.龙 7.冰 8.鬼 9.普通 10.电 11.虫 12.飞行 13.地面 14.岩石 15.格斗 16.超能 17.钢 18.毒）,品级,稀有星数, 稀有度（最低1，最高100）,进化所需等级,进化所需亲密度等级,进化所需道具,进化前的宝可梦ID,不可进化（0否，1是，默认0）,进化后的宝可梦ID,进化所需货币,特殊进化所需等级(|分隔）,特殊进化所需亲密度等级(|分隔）,特殊进化所需道具(道具id;道具数量|第二个道具id;道具数量:另一个宝可梦进化所需…   ';'分隔id和数量'|'分隔不同的道具':'分隔不同的宝可梦需求）,特殊进化后的宝可梦ID(|分隔）,特殊进化所需货币(；分隔道具id和数量 |分隔不同的宝可梦需求）,升星可用宝可梦,可学习的天赋树,可学习的技能机器id(系ID|系ID),可升最高星数(最高到达星数）,可超进阶的用1,宝可萌声音,孵化时间（单位：分钟）,碎片需求数量,合成消耗金币,宝可萌星级加成,图鉴显示(0不显示，1显示，默认0),默认精灵球
1044,44,臭臭花,能分泌液体吸引食物,17,601045;10|601045;20|601045;30|601045;40|601045;50|601045;60|601045;70|601045;80,601045;10|601045;20|601045;30|601045;30|601045;30|601045;50|601045;50|601045;50|601045;70|601045;70|601045;70|601045;90|601045;90|601045;90,2033502;1|3186503;3|4036505;20,60,65,70,85,75,40,395,3,18,2,3,20,10,5,12151;100|12103;30,1043,,1045,1;300000,,,,,,,1044,3|18|9,9,,1044,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1045,45,霸王花,带有很多花粉，头很重,17,601045;10|601045;20|601045;30|601045;40|601045;50|601045;60|601045;70|601045;80,601045;10|601045;20|601045;30|601045;30|601045;30|601045;50|601045;50|601045;50|601045;70|601045;70|601045;70|601045;90|601045;90|601045;90,2033503;1|3186504;3|4036506;20,75,80,85,110,90,50,490,3,18,3,3,50,,,,1044,,,,,,,,,,1045,3|18|9,9,,1045,600,601045;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1046,46,派拉斯,喜欢居住在洞穴中,18,601047;10|601047;20|601047;30|601047;40|601047;50|601047;60|601047;70|601047;80,601047;10|601047;20|601047;30|601047;30|601047;30|601047;50|601047;50|601047;50|601047;70|601047;70|601047;70|601047;90|601047;90|601047;90,1113502;1|3036504;3|3116504;20,35,60,55,45,55,25,275,11,3,1,1,10,10,5,12151;100|12122;40,,,1047,1;350000,,,,,,,1046,11|3|9,9,,1046,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1047,47,派拉斯特,身体比虫子大一点，喜欢潮湿的地方,18,601047;10|601047;20|601047;30|601047;40|601047;50|601047;60|601047;70|601047;80,601047;10|601047;20|601047;30|601047;30|601047;30|601047;50|601047;50|601047;50|601047;70|601047;70|601047;70|601047;90|601047;90|601047;90,1113503;1|4036504;3|3116506;20,60,95,80,60,80,30,405,11,3,3,1,50,,,,1046,,,,,,,,,,1047,11|3|9,9,,1047,600,601047;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1048,48,毛球,在大树下生活，能吃小虫子,6,601049;10|601049;20|601049;30|601049;40|601049;50|601049;60|601049;70|601049;80,601049;10|601049;20|601049;30|601049;30|601049;30|601049;50|601049;50|601049;50|601049;70|601049;70|601049;70|601049;90|601049;90|601049;90,1113502;1|4186503;3|3116505;20,60,55,50,40,55,45,305,11,18,2,2,20,10,5,12151;100|12122;35,,,1049,1;300000,,,,,,,1048,11|18|9,9,,1048,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1049,49,摩鲁蛾,扇动翅膀放出有毒的粉,4,601049;10|601049;20|601049;30|601049;40|601049;50|601049;60|601049;70|601049;80,601049;10|601049;20|601049;30|601049;30|601049;30|601049;50|601049;50|601049;50|601049;70|601049;70|601049;70|601049;90|601049;90|601049;90,2113503;1|3186504;3|4116506;20,70,65,60,90,75,90,450,11,18,3,2,50,,,,1048,,,,,,,,,,1049,11|18|9,9,,1049,600,601049;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1050,50,地鼠,能在底下2公里处生活，偶尔也会出现在地面上,12,601051;10|601051;20|601051;30|601051;40|601051;50|601051;60|601051;70|601051;80,601051;10|601051;20|601051;30|601051;30|601051;30|601051;50|601051;50|601051;50|601051;70|601051;70|601051;70|601051;90|601051;90|601051;90,2132002;1|3136504;3|1136005;20,10,55,30,35,45,90,265,13,,1,2,1,10,5,12151;100|12124;40,,,1051,1;350000,,,,,,,1050,13||9,9,,1050,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1051,51,三地鼠,挖洞的本领非常强大,12,601051;10|601051;20|601051;30|601051;40|601051;50|601051;60|601051;70|601051;80,601051;10|601051;20|601051;30|601051;30|601051;30|601051;50|601051;50|601051;50|601051;70|601051;70|601051;70|601051;90|601051;90|601051;90,2132003;1|3136505;3|1136006;20,35,100,60,50,70,110,425,13,,3,2,50,40,20,12111;1000|12124;500|601051;100,1050,,301051,1;10000000,,,,,,,1051,13||9,9,,1051,600,601051;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1052,52,喵喵,喜欢钱币形状的东西,19,601053;10|601053;20|601053;30|601053;40|601053;50|601053;60|601053;70|601053;80,601053;10|601053;20|601053;30|601053;30|601053;30|601053;50|601053;50|601053;50|601053;70|601053;70|601053;70|601053;90|601053;90|601053;90,1092502;1|4096504;3|2096005;20,40,35,35,50,40,75,275,9,,1,2,1,10,5,12151;100|12109;40,,,1053,1;350000,,,,,,,1052,9,9,,1052,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1053,53,猫老大,属于很多人喜欢的生物,19,601053;10|601053;20|601053;30|601053;40|601053;50|601053;60|601053;70|601053;80,601053;10|601053;20|601053;30|601053;30|601053;30|601053;50|601053;50|601053;50|601053;70|601053;70|601053;70|601053;90|601053;90|601053;90,1092503;1|4096505;3|2096006;20,65,60,60,75,65,115,440,9,,3,2,50,40,20,12111;1000|12109;500|601053;100,1052,,301053,1;10000000,,,,,,,1053,9,9,,1053,600,601053;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1054,54,可达鸭,有很强的意念,20,601055;10|601055;20|601055;30|601055;40|601055;50|601055;60|601055;70|601055;80,601055;10|601055;20|601055;30|601055;30|601055;30|601055;50|601055;50|601055;50|601055;70|601055;70|601055;70|601055;90|601055;90|601055;90,2023502;1|3026503;3|4026505;20,50,52,48,65,50,55,320,2,,2,3,20,10,5,12151;100|12102;30,,,1055,1;300000,,,,,,,1054,2||9,9,,1054,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1055,55,哥达鸭,喜欢在水里游泳,20,601055;10|601055;20|601055;30|601055;40|601055;50|601055;60|601055;70|601055;80,601055;10|601055;20|601055;30|601055;30|601055;30|601055;50|601055;50|601055;50|601055;70|601055;70|601055;70|601055;90|601055;90|601055;90,2023503;1|3026504;3|4026506;20,80,82,78,95,80,85,500,2,,3,3,50,,,,1054,,,,,,,,,,1055,2||9,9,,1055,600,601055;120,1800000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1056,56,猴怪,平时温和，发怒时却非常可怕,21,601057;10|601057;20|601057;30|601057;40|601057;50|601057;60|601057;70|601057;80,601057;10|601057;20|601057;30|601057;30|601057;30|601057;50|601057;50|601057;50|601057;70|601057;70|601057;70|601057;90|601057;90|601057;90,2154002;1|3156504;3|1156005;20,40,80,35,35,45,70,305,15,,2,2,20,10,5,12151;100|12126;30,,,1057,1;350000,,,,,,,1056,15||9,9,,1056,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1057,57,火爆猴,生气时，追着对手不放,21,601057;10|601057;20|601057;30|601057;40|601057;50|601057;60|601057;70|601057;80,601057;10|601057;20|601057;30|601057;30|601057;30|601057;50|601057;50|601057;50|601057;70|601057;70|601057;70|601057;90|601057;90|601057;90,2154003;1|3156505;3|1156006;20,65,105,60,60,70,95,455,15,,3,2,60,40,20,12111;1000|12126;500|601057;100,1056,,301057,1;10000000,,,,,,,1057,15||9,9,,1057,600,601057;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1058,58,卡蒂狗,保护自己的领地，谁要是靠近就会吃亏,15,601059;10|601059;20|601059;30|601059;40|601059;50|601059;60|601059;70|601059;80,601059;10|601059;20|601059;30|601059;30|601059;30|601059;50|601059;50|601059;50|601059;70|601059;70|601059;70|601059;90|601059;90|601059;90,4014003;1|3016504;3|4016506;20,55,70,45,70,50,60,350,1,,3,4,60,25,10,12151;300|12152;80|12101;260,,,1059,1;1000000,,,,,,,1058,1||9,9,,1058,600,601058;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1059,59,风速狗,奔跑的速度和风一样快,125,601059;10|601059;20|601059;30|601059;40|601059;50|601059;60|601059;70|601059;80,601059;10|601059;20|601059;30|601059;30|601059;30|601059;50|601059;50|601059;50|601059;70|601059;70|601059;70|601059;90|601059;90|601059;90,4014004;1|3016505;3|4016507;20,90,110,80,100,80,95,555,1,,4,4,90,,,,1058,,,,,,,,,,1059,1||9,9,,1059,4320,601059;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1060,60,蚊香蝌蚪,在水里生活的精灵,22,601061;10|601061;20|601061;30|601061;40|601061;50|601061;60|601061;70|601061;80,601061;10|601061;20|601061;30|601061;30|601061;30|601061;50|601061;50|601061;50|601061;70|601061;70|601061;70|601061;90|601061;90|601061;90,2023502;1|4026503;3,40,40,40,40,40,60,260,2,,1,4,1,10,1,12151;20|12102;10,,,1061,1;50000,,,,,,,1060,2||9,9,,1060,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1061,61,蚊香蛙,地上、水中都能生活,22,601061;10|601061;20|601061;30|601061;40|601061;50|601061;60|601061;70|601061;80,601061;10|601061;20|601061;30|601061;30|601061;30|601061;50|601061;50|601061;50|601061;70|601061;70|601061;70|601061;90|601061;90|601061;90,1023502;1|4026504;3|3026505;20,65,65,65,50,50,90,385,2,,2,4,20,10,,,1060,,,,32|32,19|19,12151;300|12152;65|12102;260:12151;300|12152;70|12102;250,1062|1186,1;1000000|1;1000000,,1061,2||9,9,,1061,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1062,62,快泳蛙,擅长游泳，速度惊人,22,601061;10|601061;20|601061;30|601061;40|601061;50|601061;60|601061;70|601061;80,601061;10|601061;20|601061;30|601061;30|601061;30|601061;50|601061;50|601061;50|601061;70|601061;70|601061;70|601061;90|601061;90|601061;90,1023504;1|4156505;3|3026507;20,90,95,95,70,90,70,510,2,15,4,4,85,,,,1061,,,,,,,,,,1062,2|15|9,9,,1062,4320,601062;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1063,63,凯西,发现敌人后乘机逃跑,115,601065;10|601065;20|601065;30|601065;40|601065;50|601065;60|601065;70|601065;80,601065;10|601065;20|601065;30|601065;30|601065;30|601065;50|601065;50|601065;50|601065;70|601065;70|601065;70|601065;90|601065;90|601065;90,2163502;1|4164503;3|4166505;20,25,20,15,105,55,90,310,16,,2,4,20,10,5,12151;100|12127;30,,,1064,1;100000,,,,,,,1063,16||9,9,,1063,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1064,64,勇基拉,身体发出射线让敌人头痛,115,601065;10|601065;20|601065;30|601065;40|601065;50|601065;60|601065;70|601065;80,601065;10|601065;20|601065;30|601065;30|601065;30|601065;50|601065;50|601065;50|601065;70|601065;70|601065;70|601065;90|601065;90|601065;90,2163503;1|4164504;3|4166506;20,40,35,30,120,70,105,400,16,,3,4,60,25,10,12151;300|12152;80|12127;260,1063,,1065,1;1000000,,,,,,,1064,16||9,9,,1064,600,601064;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1065,65,胡地,有比超级计算机还灵敏的技能,115,601065;10|601065;20|601065;30|601065;40|601065;50|601065;60|601065;70|601065;80,601065;10|601065;20|601065;30|601065;30|601065;30|601065;50|601065;50|601065;50|601065;70|601065;70|601065;70|601065;90|601065;90|601065;90,2163504;1|4164505;3|4166507;20,55,50,45,135,95,120,500,16,,4,4,85,40,20,12111;1000|12127;500|601065;100,1064,,301065,1;10000000,,,,,,,1065,16||9,9,,1065,4320,601065;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1066,66,腕力,喜欢锻炼身体,24,601068;10|601068;20|601068;30|601068;40|601068;50|601068;60|601068;70|601068;80,601068;10|601068;20|601068;30|601068;30|601068;30|601068;50|601068;50|601068;50|601068;70|601068;70|601068;70|601068;90|601068;90|601068;90,1153502;1|4156503;3|3156505;20,60,60,50,35,30,35,270,15,,2,3,10,10,5,12151;100|12126;35,,,1067,1;50000,,,,,,,1066,15||9,9,,1066,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1067,67,豪力,超级强壮而且充满自信的家伙,24,601068;10|601068;20|601068;30|601068;40|601068;50|601068;60|601068;70|601068;80,601068;10|601068;20|601068;30|601068;30|601068;30|601068;50|601068;50|601068;50|601068;70|601068;70|601068;70|601068;90|601068;90|601068;90,1153503;1|4156504;3|3156506;20,70,65,70,50,50,45,350,15,,3,3,20,25,10,12151;220|12152;70|12126;230,1066,,1068,1;300000,,,,,,,1067,15||9,9,,1067,600,601067;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1068,68,怪力,有厉害的胳膊，可以攻击敌人,24,601068;10|601068;20|601068;30|601068;40|601068;50|601068;60|601068;70|601068;80,601068;10|601068;20|601068;30|601068;30|601068;30|601068;50|601068;50|601068;50|601068;70|601068;70|601068;70|601068;90|601068;90|601068;90,1153504;1|4156505;3|3156507;20,90,130,80,65,85,55,505,15,,4,3,50,,,,1067,,,,,,,,,,1068,15||9,9,,1068,4320,601068;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1069,69,喇叭芽,喜欢吃小虫子,17,601071;10|601071;20|601071;30|601071;40|601071;50|601071;60|601071;70|601071;80,601071;10|601071;20|601071;30|601071;30|601071;30|601071;50|601071;50|601071;50|601071;70|601071;70|601071;70|601071;90|601071;90|601071;90,2033502;1|4186503;3|4036504;20,50,60,35,60,30,40,275,3,18,1,3,1,10,1,12151;20|12103;10,,,1070,1;50000,,,,,,,1069,3|18|9,9,,1069,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1070,70,口呆花,能喷出毒粉阻止敌人移动,17,601071;10|601071;20|601071;30|601071;40|601071;50|601071;60|601071;70|601071;80,601071;10|601071;20|601071;30|601071;30|601071;30|601071;50|601071;50|601071;50|601071;70|601071;70|601071;70|601071;90|601071;90|601071;90,2033502;1|4186504;3|4036505;20,65,75,50,75,45,45,355,3,18,2,3,20,10,5,12151;100|12103;30,1069,,1071,1;300000,,,,,,,1070,3|18|9,9,,1070,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1071,71,大食花,被他攻击后很难生还,17,601071;10|601071;20|601071;30|601071;40|601071;50|601071;60|601071;70|601071;80,601071;10|601071;20|601071;30|601071;30|601071;30|601071;50|601071;50|601071;50|601071;70|601071;70|601071;70|601071;90|601071;90|601071;90,3002101;1|4186505;3|3036506;20,80,105,65,100,70,70,490,3,18,3,3,50,,,,1070,,,,,,,,,,1071,3|18|9,9,,1071,600,601071;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1072,72,玛瑙水母,在浅海上漂浮,25,601073;10|601073;20|601073;30|601073;40|601073;50|601073;60|601073;70|601073;80,601073;10|601073;20|601073;30|601073;30|601073;30|601073;50|601073;50|601073;50|601073;70|601073;70|601073;70|601073;90|601073;90|601073;90,2023503;1|3186505;3|4026506;20,40,40,35,50,100,70,335,2,18,3,4,20,25,10,12151;220|12152;70|12102;230|12129;50,,,1073,1;300000,,,,,,,1072,2|18|9,9,,1072,600,601072;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1073,73,毒刺水母,触手在刺中食物的时候可以变长,25,601073;10|601073;20|601073;30|601073;40|601073;50|601073;60|601073;70|601073;80,601073;10|601073;20|601073;30|601073;30|601073;30|601073;50|601073;50|601073;50|601073;70|601073;70|601073;70|601073;90|601073;90|601073;90,2023504;1|3186506;3|4026507;20,80,70,65,80,120,100,515,2,18,4,4,50,40,20,12111;1000|12102;500|601073;100,1072,,301073,1;10000000,,,,,,,1073,2|18|9,9,,1073,4320,601073;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1074,74,小拳石,多生长在草原和山区,26,601076;10|601076;20|601076;30|601076;40|601076;50|601076;60|601076;70|601076;80,601076;10|601076;20|601076;30|601076;30|601076;30|601076;50|601076;50|601076;50|601076;70|601076;70|601076;70|601076;90|601076;90|601076;90,1143502;1|4134003;3|3146504;20,40,80,70,30,30,20,270,14,13,1,3,10,10,1,12151;20|12125;10,,,1075,1;80000,,,,,,,1074,14|13|9,9,,1074,120,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1075,75,隆隆石,常常在山坡地带活动,26,601076;10|601076;20|601076;30|601076;40|601076;50|601076;60|601076;70|601076;80,601076;10|601076;20|601076;30|601076;30|601076;30|601076;50|601076;50|601076;50|601076;70|601076;70|601076;70|601076;90|601076;90|601076;90,1143502;1|4134004;3|3146505;20,55,95,115,45,45,35,390,14,13,2,3,20,10,5,12151;100|12125;30,1074,,1076,1;300000,,,,,,,1075,14|13|9,9,,1075,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1076,76,隆隆岩,身体像眼屎一样坚硬,26,601076;10|601076;20|601076;30|601076;40|601076;50|601076;60|601076;70|601076;80,601076;10|601076;20|601076;30|601076;30|601076;30|601076;50|601076;50|601076;50|601076;70|601076;70|601076;70|601076;90|601076;90|601076;90,1143503;1|4134005;3|3146506;20,80,120,130,55,65,45,495,14,13,3,3,50,,,,1075,,,,,,,,,,1076,14|13|9,9,,1076,600,601076;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1077,77,小火马,能够喷出烈火的小马,15,601078;10|601078;20|601078;30|601078;40|601078;50|601078;60|601078;70|601078;80,601078;10|601078;20|601078;30|601078;30|601078;30|601078;50|601078;50|601078;50|601078;70|601078;70|601078;70|601078;90|601078;90|601078;90,1013503;1|4016504;3|3016506;20,50,75,50,60,60,65,360,1,,3,3,20,25,10,12151;220|12152;70|12101;230,,,1078,1;300000,,,,,,,1077,1||9,9,,1077,600,601077;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13002
1078,78,烈焰马,以惊人的速度飞奔,15,601078;10|601078;20|601078;30|601078;40|601078;50|601078;60|601078;70|601078;80,601078;10|601078;20|601078;30|601078;30|601078;30|601078;50|601078;50|601078;50|601078;70|601078;70|601078;70|601078;90|601078;90|601078;90,1013504;1|4016505;3|3016507;20,65,100,70,80,80,105,500,1,,4,3,60,,,,1077,,,,,,,,,,1078,1||9,9,,1078,4320,601078;120,1800000,0;0.05;0.1;0.25;0.3;0.35;0.5;0.55;0.6;0.75,1,13006
1079,79,呆呆兽,移动缓慢，呆头呆脑,27,601199;10|601199;20|601199;30|601199;40|601199;50|601199;60|601199;70|601199;80,601199;10|601199;20|601199;30|601199;30|601199;30|601199;50|601199;50|601199;50|601199;70|601199;70|601199;70|601199;90|601199;90|601199;90,2162502;1|3026503;3|4166505;20,90,65,65,40,40,15,315,16,2,2,4,20,10,5,12151;100|12127;30,,,1080,1;300000,,,,,,,1079,16|2|9,9,,1079,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1080,80,呆河马,爱吃其他生物吃剩的食物,27,601199;10|601199;20|601199;30|601199;40|601199;50|601199;60|601199;70|601199;80,601199;10|601199;20|601199;30|601199;30|601199;30|601199;50|601199;50|601199;50|601199;70|601199;70|601199;70|601199;90|601199;90|601199;90,2162503;1|3026504;3|4166506;20,95,75,110,100,80,30,490,16,2,3,4,50,25,10,12151;300|12152;80|12127;260|12102;50,1079,,1199,1;1000000,,,,,,,1080,16|2|9,9,,1080,600,601080;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1081,81,小磁怪,能发射电磁波,28,601462;10|601462;20|601462;30|601462;40|601462;50|601462;60|601462;70|601462;80,601462;10|601462;20|601462;30|601462;30|601462;30|601462;50|601462;50|601462;50|601462;70|601462;70|601462;70|601462;90|601462;90|601462;90,2173502;1|3106503;3|4176505;20,25,35,70,95,55,45,325,17,10,2,4,20,10,5,12151;100|12128;30,,,1082,1;100000,,,,,,,1081,17|10|9,9,,1081,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1082,82,三合一磁怪,聚集发电厂的能量,28,601462;10|601462;20|601462;30|601462;40|601462;50|601462;60|601462;70|601462;80,601462;10|601462;20|601462;30|601462;30|601462;30|601462;50|601462;50|601462;50|601462;70|601462;70|601462;70|601462;90|601462;90|601462;90,2173503;1|3106504;3|4176506;20,50,60,95,120,70,70,465,17,10,3,4,50,25,10,12151;300|12152;80|12128;260|12121;50,1081,,1462,1;1000000,,,,,,,1082,17|10|9,9,,1082,600,601082;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1083,83,大葱鸭,嘴上的大葱攻击很厉害,8,601083;10|601083;20|601083;30|601083;40|601083;50|601083;60|601083;70|601083;80,601083;10|601083;20|601083;30|601083;30|601083;30|601083;50|601083;50|601083;50|601083;70|601083;70|601083;70|601083;90|601083;90|601083;90,1123502;1|4096503;3|3126505;20,52,80,55,50,60,50,347,12,9,2,1,20,,,,,,,,,,,,,,1083,12|9,9,,1083,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1084,84,嘟嘟,飞行本领差，但跑的速度很快,29,601085;10|601085;20|601085;30|601085;40|601085;50|601085;60|601085;70|601085;80,601085;10|601085;20|601085;30|601085;30|601085;30|601085;50|601085;50|601085;50|601085;70|601085;70|601085;70|601085;90|601085;90|601085;90,1123502;1|4096503;3|3126505;20,35,85,45,35,35,75,310,12,9,2,2,20,10,5,12151;100|12123;30,,,1085,1;300000,,,,,,,1084,12|9,9,,1084,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1085,85,嘟嘟利,有3个头，睡觉的时候其中的一个是清醒的,29,601085;10|601085;20|601085;30|601085;40|601085;50|601085;60|601085;70|601085;80,601085;10|601085;20|601085;30|601085;30|601085;30|601085;50|601085;50|601085;50|601085;70|601085;70|601085;70|601085;90|601085;90|601085;90,1123503;1|4096504;3|3126506;20,60,110,70,60,60,110,470,12,9,3,2,50,,,,1084,,,,,,,,,,1085,12|9,9,,1085,600,601085;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1086,86,小海狮,头很硬，耐攻击,30,601087;10|601087;20|601087;30|601087;40|601087;50|601087;60|601087;70|601087;80,601087;10|601087;20|601087;30|601087;30|601087;30|601087;50|601087;50|601087;50|601087;70|601087;70|601087;70|601087;90|601087;90|601087;90,2073502;1|3026503;3|4076505;20,65,45,55,45,70,45,325,7,2,2,2,20,10,6,12151;100|12107;30,,,1087,1;300000,,,,,,,1086,7|2|9,9,,1086,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1087,87,白海狮,身体里有聚热的能量个，很耐寒,30,601087;10|601087;20|601087;30|601087;40|601087;50|601087;60|601087;70|601087;80,601087;10|601087;20|601087;30|601087;30|601087;30|601087;50|601087;50|601087;50|601087;70|601087;70|601087;70|601087;90|601087;90|601087;90,2073503;1|3026504;3|4076506;20,90,70,80,70,95,70,475,7,2,3,2,50,,,,1086,,,,,,,,,,1087,7|2|9,9,,1087,600,601087;60,900000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1088,88,臭泥,生活在很脏的地方,31,601089;10|601089;20|601089;30|601089;40|601089;50|601089;60|601089;70|601089;80,601089;10|601089;20|601089;30|601089;30|601089;30|601089;50|601089;50|601089;50|601089;70|601089;70|601089;70|601089;90|601089;90|601089;90,2184002;1|4186504;3|3186506;20,80,80,50,40,50,25,325,18,,2,4,20,10,5,12151;100|12129;30,,,1089,1;300000,,,,,,,1088,18||9,9,,1088,240,,,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
1089,89,臭臭泥,全身是污泥，身体有毒,31,601089;10|601089;20|601089;30|601089;40|601089;50|601089;60|601089;70|601089;80,601089;10|601089;20|601089;30|601089;30|601089;30|601089;50|601089;50|601089;50|601089;70|601089;70|601089;70|601089;90|601089;90|601089;90,2184003;1|4186505;3|3186507;20,105,105,75,65,100,50,500,18,,3,4,50,40,20,12111;1000|12129;500|601089;100,1088,,301089,1;10000000,,,,,,,1089,18||9,9,,1089,600,601089;120,1800000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13006
1090,90,大舌贝,坚硬的外壳可抵抗任何攻击,32,601091;10|601091;20|601091;30|601091;40|601091;50|601091;60|601091;70|601091;80,601091;10|601091;20|601091;30|601091;30|601091;30|601091;50|601091;50|601091;50|601091;70|601091;70|601091;70|601091;90|601091;90|601091;90,3024002;1|4076504;3|3026506;20,30,65,100,45,25,40,305,2,,3,5,20,25,10,12151;220|12152;70|12107;230|12102;50,,,1091,1;300000,,,,,,,1090,7|2|9,9,,1090,600,601090;40,600000,0;0.05;0.10;0.2;0.25;0.3;0.4;0.45;0.5;0.6,1,13001
