自增长id,任务类型(1是每日任务，每日刷新;2是成就任务，只能完成一次 3.引导任务 4.关卡奖励),是否为初始任务(1为初始任务),后置任务(;分割),任务名#加颜色｛0｝读取任务数量列（LimitedNum）,任务描述(文字描述，包含了任务要求文本)#加颜色，｛0｝读取任务数量列（LimitedNum）,"任务要求类别（1.精灵升级次数（1,3) 2. 挑战BOSS次数(1, 3.扭蛋次数(1,2,3) 4.特殊副本通过次数(1,2,3) 5.竞技场胜利次数(1,2,3) 6.战斗力累计(2) 7.获得不同的精灵(2) 8.抓宠中心参加次数(1,3) 9. 爬塔层数(2) 10.通过关卡(2,3) 11.任意精灵到达的星数 12.任意携带品到达的等级数(2) 13.任意1个徽章到达等级数(2) 14.公会捐献次数(1,2) 15.个体值洗练次数(1,3) 16.个体值平均值数(2) 17.地底挑战胜利次数(1,3) 18.获得的角色数(2) 101.进化累计次数(3) 102.1个精灵努力值总数(2) 103.任意1个亲密度等级数(2) 104.任意1个精灵穿戴技能数(3) 105.性格洗练次数(3) 106.阵型升级次数(3) 107.任意精灵穿戴携带品数(3) 108.精灵上阵数(3) 109.使用快速战斗累计次数(3) 110.商店刷新累计次数(1,3) 111.放生精灵个数(1,3) 112.累计签到次数（1,3) 113.加入公会次数（创建或加别人公会都算）(3) 114.使用道具升级亲密度等级（3） 115.使用道具增加努力值点数（3） 116.携带品升级次数（3） 117.技能学习次数(3) 118.切磋或掠夺次数（3） 119.申请添加好友次数（3）120.玩家等级数到达X  130.参加战斗地铁次数大X次 131.战斗地铁等级达到X级 132.捕获小精灵 133.孵蛋 134.称号 135.天赋 136.跟随 137.碎片兑换 138.通过关卡（关卡奖励）",任务要求数量或通过关卡ID(任务要求完成的数量或通过关卡ID),获得活跃度,是否重新记录（填1时，之前做任务的数最多到填1的数据，之后重新记录）,任务奖励1,任务奖励2,任务奖励3,"跳转界面编号(1:挂机界面,2:精灵界面,3:扭蛋,4:竞技场,5:特殊副本,6:通天塔,7:商店,8:狩猎区,9:主城,10:背包,11:公会,12,角色购买界面,13:活动,14:神兽商店,15:充值,16:任务,17:玩家信息,18:vip，22:地图选择，71：战斗地铁)",引导起始id,可见等级（小于此等级，当前任务不可见）,,,,,,,,,,,
6011,2,,6012,证明之路,地底挑战战胜{0}层,9,22,,,19001;46,,,6,,,,,,,,,,,,,
6012,2,,6013,证明之路,地底挑战战胜{0}层,9,24,,,19001;49,,,6,,,,,,,,,,,,,
6013,2,,6014,证明之路,地底挑战战胜{0}层,9,26,,,19001;53,,,6,,,,,,,,,,,,,
6014,2,,6015,证明之路,地底挑战战胜{0}层,9,28,,,19001;56,,,6,,,,,,,,,,,,,
6015,2,,6016,证明之路,地底挑战战胜{0}层,9,30,,,19001;60,,,6,,,,,,,,,,,,,
6016,2,,6017,证明之路,地底挑战战胜{0}层,9,32,,,19001;63,,,6,,,,,,,,,,,,,
6017,2,,6018,证明之路,地底挑战战胜{0}层,9,34,,,19001;67,,,6,,,,,,,,,,,,,
6018,2,,6019,证明之路,地底挑战战胜{0}层,9,36,,,19001;70,,,6,,,,,,,,,,,,,
6019,2,,6020,证明之路,地底挑战战胜{0}层,9,38,,,19001;74,,,6,,,,,,,,,,,,,
6020,2,,6021,证明之路,地底挑战战胜{0}层,9,40,,,19001;77,,,6,,,,,,,,,,,,,
6021,2,,6022,证明之路,地底挑战战胜{0}层,9,42,,,19001;81,,,6,,,,,,,,,,,,,
6022,2,,6023,证明之路,地底挑战战胜{0}层,9,44,,,19001;84,,,6,,,,,,,,,,,,,
6023,2,,6024,证明之路,地底挑战战胜{0}层,9,46,,,19001;88,,,6,,,,,,,,,,,,,
6024,2,,6025,证明之路,地底挑战战胜{0}层,9,48,,,19001;91,,,6,,,,,,,,,,,,,
6025,2,,6026,证明之路,地底挑战战胜{0}层,9,50,,,19001;95,,,6,,,,,,,,,,,,,
6026,2,,6027,证明之路,地底挑战战胜{0}层,9,52,,,19001;98,,,6,,,,,,,,,,,,,
6027,2,,6028,证明之路,地底挑战战胜{0}层,9,54,,,19001;102,,,6,,,,,,,,,,,,,
6028,2,,6029,证明之路,地底挑战战胜{0}层,9,56,,,19001;105,,,6,,,,,,,,,,,,,
6029,2,,6030,证明之路,地底挑战战胜{0}层,9,58,,,19001;109,,,6,,,,,,,,,,,,,
6030,2,,,证明之路,地底挑战战胜{0}层,9,60,,,19001;112,,,6,,,,,,,,,,,,,
6501,2,1,6502,畅通无阻,到达第{0}关,10,5,,,2;400,,,1,,,,,,,,,,,,,
6502,2,,6503,畅通无阻,到达第{0}关,10,10,,,2;400,,,1,,,,,,,,,,,,,
6503,2,,6504,畅通无阻,到达第{0}关,10,15,,,2;400,,,1,,,,,,,,,,,,,
6504,2,,6505,畅通无阻,到达第{0}关,10,20,,,2;400,,,1,,,,,,,,,,,,,
6505,2,,6506,畅通无阻,到达第{0}关,10,25,,,2;400,,,1,,,,,,,,,,,,,
6506,2,,6507,畅通无阻,到达第{0}关,10,30,,,2;400,,,1,,,,,,,,,,,,,
6507,2,,6508,畅通无阻,到达第{0}关,10,35,,,2;400,,,1,,,,,,,,,,,,,
6508,2,,6509,畅通无阻,到达第{0}关,10,40,,,2;400,,,1,,,,,,,,,,,,,
6509,2,,6510,畅通无阻,到达第{0}关,10,45,,,2;400,,,1,,,,,,,,,,,,,
6510,2,,6511,畅通无阻,到达第{0}关,10,50,,,2;400,,,1,,,,,,,,,,,,,
6511,2,,6512,畅通无阻,到达第{0}关,10,60,,,6;7,,,1,,,,,,,,,,,,,
6512,2,,6513,畅通无阻,到达第{0}关,10,70,,,6;14,,,1,,,,,,,,,,,,,
6513,2,,6514,畅通无阻,到达第{0}关,10,80,,,6;21,,,1,,,,,,,,,,,,,
6514,2,,6515,畅通无阻,到达第{0}关,10,90,,,6;28,,,1,,,,,,,,,,,,,
6515,2,,6516,畅通无阻,到达第{0}关,10,100,,,6;35,,,1,,,,,,,,,,,,,
6516,2,,6517,畅通无阻,到达第{0}关,10,110,,,6;42,,,1,,,,,,,,,,,,,
6517,2,,6518,畅通无阻,到达第{0}关,10,120,,,6;49,,,1,,,,,,,,,,,,,
6518,2,,6519,畅通无阻,到达第{0}关,10,130,,,6;56,,,1,,,,,,,,,,,,,
6519,2,,6520,畅通无阻,到达第{0}关,10,140,,,6;63,,,1,,,,,,,,,,,,,
6520,2,,6521,畅通无阻,到达第{0}关,10,150,,,6;70,,,1,,,,,,,,,,,,,
6521,2,,6522,畅通无阻,到达第{0}关,10,180,,,6;77,,,1,,,,,,,,,,,,,
6522,2,,6523,畅通无阻,到达第{0}关,10,210,,,6;84,,,1,,,,,,,,,,,,,
6523,2,,6524,畅通无阻,到达第{0}关,10,240,,,6;91,,,1,,,,,,,,,,,,,
6524,2,,6525,畅通无阻,到达第{0}关,10,270,,,6;98,,,1,,,,,,,,,,,,,
6525,2,,6526,畅通无阻,到达第{0}关,10,300,,,6;105,,,1,,,,,,,,,,,,,
6526,2,,6527,畅通无阻,到达第{0}关,10,350,,,6;112,,,1,,,,,,,,,,,,,
6527,2,,6528,畅通无阻,到达第{0}关,10,400,,,6;119,,,1,,,,,,,,,,,,,
6528,2,,6529,畅通无阻,到达第{0}关,10,450,,,6;126,,,1,,,,,,,,,,,,,
6529,2,,6530,畅通无阻,到达第{0}关,10,500,,,6;133,,,1,,,,,,,,,,,,,
6530,2,,6531,畅通无阻,到达第{0}关,10,550,,,6;140,,,1,,,,,,,,,,,,,
6531,2,,6532,畅通无阻,到达第{0}关,10,600,,,6;147,,,1,,,,,,,,,,,,,
6532,2,,6533,畅通无阻,到达第{0}关,10,650,,,6;154,,,1,,,,,,,,,,,,,
6533,2,,6534,畅通无阻,到达第{0}关,10,700,,,6;161,,,1,,,,,,,,,,,,,
6534,2,,6535,畅通无阻,到达第{0}关,10,750,,,6;168,,,1,,,,,,,,,,,,,
6535,2,,6536,畅通无阻,到达第{0}关,10,800,,,6;175,,,1,,,,,,,,,,,,,
6536,2,,6537,畅通无阻,到达第{0}关,10,850,,,6;182,,,1,,,,,,,,,,,,,
6537,2,,6538,畅通无阻,到达第{0}关,10,900,,,6;189,,,1,,,,,,,,,,,,,
6538,2,,6539,畅通无阻,到达第{0}关,10,950,,,6;196,,,1,,,,,,,,,,,,,
6539,2,,6540,畅通无阻,到达第{0}关,10,1000,,,6;203,,,1,,,,,,,,,,,,,
6540,2,,6541,畅通无阻,到达第{0}关,10,1050,,,6;210,,,1,,,,,,,,,,,,,
6541,2,,6542,畅通无阻,到达第{0}关,10,1100,,,6;217,,,1,,,,,,,,,,,,,
6542,2,,6543,畅通无阻,到达第{0}关,10,1150,,,6;224,,,1,,,,,,,,,,,,,
6543,2,,6544,畅通无阻,到达第{0}关,10,1200,,,6;231,,,1,,,,,,,,,,,,,
6544,2,,6545,畅通无阻,到达第{0}关,10,1250,,,6;238,,,1,,,,,,,,,,,,,
6545,2,,6546,畅通无阻,到达第{0}关,10,1300,,,6;245,,,1,,,,,,,,,,,,,
6546,2,,6547,畅通无阻,到达第{0}关,10,1350,,,6;252,,,1,,,,,,,,,,,,,
6547,2,,6548,畅通无阻,到达第{0}关,10,1400,,,6;259,,,1,,,,,,,,,,,,,
6548,2,,6549,畅通无阻,到达第{0}关,10,1450,,,6;266,,,1,,,,,,,,,,,,,
6549,2,,,畅通无阻,到达第{0}关,10,1500,,,6;273,,,1,,,,,,,,,,,,,
7001,2,1,7002,精灵-升星,任意精灵到达{0}星,11,1,,,6;14,,,2,,,,,,,,,,,,,
7002,2,,7003,精灵-升星,任意精灵到达{0}星,11,2,,,6;28,,,2,,,,,,,,,,,,,
7003,2,,7004,精灵-升星,任意精灵到达{0}星,11,3,,,6;42,,,2,,,,,,,,,,,,,
7004,2,,7005,精灵-升星,任意精灵到达{0}星,11,4,,,6;56,,,2,,,,,,,,,,,,,
7005,2,,7006,精灵-升星,任意精灵到达{0}星,11,5,,,6;70,,,2,,,,,,,,,,,,,
7006,2,,7007,精灵-升星,任意精灵到达{0}星,11,6,,,6;84,,,2,,,,,,,,,,,,,
7007,2,,7008,精灵-升星,任意精灵到达{0}星,11,7,,,6;98,,,2,,,,,,,,,,,,,
7008,2,,7009,精灵-升星,任意精灵到达{0}星,11,8,,,6;112,,,2,,,,,,,,,,,,,
7009,2,,7010,精灵-升星,任意精灵到达{0}星,11,9,,,6;126,,,2,,,,,,,,,,,,,
7010,2,,,精灵-升星,任意精灵到达{0}星,11,10,,,6;140,,,2,,,,,,,,,,,,,
7501,2,1,7502,所向披靡,竞技场胜利{0}次,5,10,,,5;14,,,4,,,,,,,,,,,,,
7502,2,,7503,所向披靡,竞技场胜利{0}次,5,20,,,5;21,,,4,,,,,,,,,,,,,
7503,2,,7504,所向披靡,竞技场胜利{0}次,5,30,,,5;28,,,4,,,,,,,,,,,,,
7504,2,,7505,所向披靡,竞技场胜利{0}次,5,40,,,5;35,,,4,,,,,,,,,,,,,
7505,2,,7506,所向披靡,竞技场胜利{0}次,5,50,,,5;42,,,4,,,,,,,,,,,,,
7506,2,,7507,所向披靡,竞技场胜利{0}次,5,70,,,5;49,,,4,,,,,,,,,,,,,
7507,2,,7508,所向披靡,竞技场胜利{0}次,5,90,,,5;56,,,4,,,,,,,,,,,,,
7508,2,,7509,所向披靡,竞技场胜利{0}次,5,110,,,5;63,,,4,,,,,,,,,,,,,
7509,2,,7510,所向披靡,竞技场胜利{0}次,5,130,,,5;70,,,4,,,,,,,,,,,,,
7510,2,,7511,所向披靡,竞技场胜利{0}次,5,150,,,5;77,,,4,,,,,,,,,,,,,
7511,2,,7512,所向披靡,竞技场胜利{0}次,5,200,,,5;84,,,4,,,,,,,,,,,,,
7512,2,,7513,所向披靡,竞技场胜利{0}次,5,250,,,5;91,,,4,,,,,,,,,,,,,
7513,2,,7514,所向披靡,竞技场胜利{0}次,5,300,,,5;98,,,4,,,,,,,,,,,,,
7514,2,,7515,所向披靡,竞技场胜利{0}次,5,350,,,5;105,,,4,,,,,,,,,,,,,
7515,2,,7516,所向披靡,竞技场胜利{0}次,5,400,,,5;112,,,4,,,,,,,,,,,,,
7516,2,,7517,所向披靡,竞技场胜利{0}次,5,500,,,5;119,,,4,,,,,,,,,,,,,
7517,2,,7518,所向披靡,竞技场胜利{0}次,5,600,,,5;126,,,4,,,,,,,,,,,,,
7518,2,,7519,所向披靡,竞技场胜利{0}次,5,700,,,5;133,,,4,,,,,,,,,,,,,
7519,2,,7520,所向披靡,竞技场胜利{0}次,5,800,,,5;140,,,4,,,,,,,,,,,,,
7520,2,,7521,所向披靡,竞技场胜利{0}次,5,900,,,5;147,,,4,,,,,,,,,,,,,
7521,2,,7522,所向披靡,竞技场胜利{0}次,5,1000,,,5;154,,,4,,,,,,,,,,,,,
7522,2,,7523,所向披靡,竞技场胜利{0}次,5,1200,,,5;161,,,4,,,,,,,,,,,,,
7523,2,,7524,所向披靡,竞技场胜利{0}次,5,1400,,,5;168,,,4,,,,,,,,,,,,,
7524,2,,7525,所向披靡,竞技场胜利{0}次,5,1600,,,5;175,,,4,,,,,,,,,,,,,
7525,2,,7526,所向披靡,竞技场胜利{0}次,5,1800,,,5;182,,,4,,,,,,,,,,,,,
7526,2,,7527,所向披靡,竞技场胜利{0}次,5,2000,,,5;189,,,4,,,,,,,,,,,,,
7527,2,,7528,所向披靡,竞技场胜利{0}次,5,2200,,,5;196,,,4,,,,,,,,,,,,,
7528,2,,7529,所向披靡,竞技场胜利{0}次,5,2400,,,5;203,,,4,,,,,,,,,,,,,
7529,2,,7530,所向披靡,竞技场胜利{0}次,5,2600,,,5;210,,,4,,,,,,,,,,,,,
7530,2,,7531,所向披靡,竞技场胜利{0}次,5,2800,,,5;217,,,4,,,,,,,,,,,,,
7531,2,,7532,所向披靡,竞技场胜利{0}次,5,3000,,,5;224,,,4,,,,,,,,,,,,,
7532,2,,7533,所向披靡,竞技场胜利{0}次,5,3200,,,5;231,,,4,,,,,,,,,,,,,
7533,2,,7534,所向披靡,竞技场胜利{0}次,5,3400,,,5;238,,,4,,,,,,,,,,,,,
7534,2,,7535,所向披靡,竞技场胜利{0}次,5,3600,,,5;245,,,4,,,,,,,,,,,,,
7535,2,,7536,所向披靡,竞技场胜利{0}次,5,3800,,,5;252,,,4,,,,,,,,,,,,,
7536,2,,7537,所向披靡,竞技场胜利{0}次,5,4000,,,5;259,,,4,,,,,,,,,,,,,
7537,2,,7538,所向披靡,竞技场胜利{0}次,5,4200,,,5;266,,,4,,,,,,,,,,,,,
7538,2,,7539,所向披靡,竞技场胜利{0}次,5,4400,,,5;273,,,4,,,,,,,,,,,,,
7539,2,,7540,所向披靡,竞技场胜利{0}次,5,4600,,,5;280,,,4,,,,,,,,,,,,,
7540,2,,7541,所向披靡,竞技场胜利{0}次,5,4800,,,5;287,,,4,,,,,,,,,,,,,
7541,2,,7542,所向披靡,竞技场胜利{0}次,5,5000,,,5;294,,,4,,,,,,,,,,,,,
7542,2,,7543,所向披靡,竞技场胜利{0}次,5,5500,,,5;301,,,4,,,,,,,,,,,,,
7543,2,,7544,所向披靡,竞技场胜利{0}次,5,6000,,,5;308,,,4,,,,,,,,,,,,,
7544,2,,7545,所向披靡,竞技场胜利{0}次,5,6500,,,5;315,,,4,,,,,,,,,,,,,
7545,2,,7546,所向披靡,竞技场胜利{0}次,5,7000,,,5;322,,,4,,,,,,,,,,,,,
7546,2,,7547,所向披靡,竞技场胜利{0}次,5,7500,,,5;329,,,4,,,,,,,,,,,,,
7547,2,,7548,所向披靡,竞技场胜利{0}次,5,8000,,,5;336,,,4,,,,,,,,,,,,,
7548,2,,7549,所向披靡,竞技场胜利{0}次,5,8500,,,5;343,,,4,,,,,,,,,,,,,
7549,2,,7550,所向披靡,竞技场胜利{0}次,5,9000,,,5;350,,,4,,,,,,,,,,,,,
7550,2,,7551,所向披靡,竞技场胜利{0}次,5,9500,,,5;357,,,4,,,,,,,,,,,,,
7551,2,,7552,所向披靡,竞技场胜利{0}次,5,10000,,,5;364,,,4,,,,,,,,,,,,,
7552,2,,7553,所向披靡,竞技场胜利{0}次,5,11000,,,5;371,,,4,,,,,,,,,,,,,
7553,2,,7554,所向披靡,竞技场胜利{0}次,5,12000,,,5;378,,,4,,,,,,,,,,,,,
7554,2,,7555,所向披靡,竞技场胜利{0}次,5,13000,,,5;385,,,4,,,,,,,,,,,,,
7555,2,,7556,所向披靡,竞技场胜利{0}次,5,14000,,,5;392,,,4,,,,,,,,,,,,,
7556,2,,7557,所向披靡,竞技场胜利{0}次,5,15000,,,5;399,,,4,,,,,,,,,,,,,
7557,2,,7558,所向披靡,竞技场胜利{0}次,5,16000,,,5;406,,,4,,,,,,,,,,,,,
7558,2,,7559,所向披靡,竞技场胜利{0}次,5,17000,,,5;413,,,4,,,,,,,,,,,,,
7559,2,,7560,所向披靡,竞技场胜利{0}次,5,18000,,,5;420,,,4,,,,,,,,,,,,,
7560,2,,7561,所向披靡,竞技场胜利{0}次,5,19000,,,5;427,,,4,,,,,,,,,,,,,
7561,2,,,所向披靡,竞技场胜利{0}次,5,20000,,,5;434,,,4,,,,,,,,,,,,,
8001,2,1,8002,副本终结者,通过{0}次特殊副本,4,10,,,12001;4,,,5,,,,,,,,,,,,,
8002,2,,8003,副本终结者,通过{0}次特殊副本,4,20,,,12001;7,,,5,,,,,,,,,,,,,
8003,2,,8004,副本终结者,通过{0}次特殊副本,4,30,,,12001;11,,,5,,,,,,,,,,,,,
8004,2,,8005,副本终结者,通过{0}次特殊副本,4,40,,,12001;14,,,5,,,,,,,,,,,,,
8005,2,,8006,副本终结者,通过{0}次特殊副本,4,50,,,12001;18,,,5,,,,,,,,,,,,,
8006,2,,8007,副本终结者,通过{0}次特殊副本,4,65,,,12001;21,,,5,,,,,,,,,,,,,
8007,2,,8008,副本终结者,通过{0}次特殊副本,4,80,,,12001;25,,,5,,,,,,,,,,,,,
8008,2,,8009,副本终结者,通过{0}次特殊副本,4,95,,,12001;28,,,5,,,,,,,,,,,,,
8009,2,,8010,副本终结者,通过{0}次特殊副本,4,110,,,12001;32,,,5,,,,,,,,,,,,,
8010,2,,8011,副本终结者,通过{0}次特殊副本,4,125,,,12001;35,,,5,,,,,,,,,,,,,
8011,2,,8012,副本终结者,通过{0}次特殊副本,4,140,,,12001;39,,,5,,,,,,,,,,,,,
8012,2,,8013,副本终结者,通过{0}次特殊副本,4,170,,,12001;42,,,5,,,,,,,,,,,,,
8013,2,,8014,副本终结者,通过{0}次特殊副本,4,200,,,12001;46,,,5,,,,,,,,,,,,,
8014,2,,8015,副本终结者,通过{0}次特殊副本,4,230,,,12001;49,,,5,,,,,,,,,,,,,
8015,2,,8016,副本终结者,通过{0}次特殊副本,4,260,,,12001;53,,,5,,,,,,,,,,,,,
8016,2,,8017,副本终结者,通过{0}次特殊副本,4,290,,,12001;56,,,5,,,,,,,,,,,,,
8017,2,,8018,副本终结者,通过{0}次特殊副本,4,340,,,12001;60,,,5,,,,,,,,,,,,,
8018,2,,8019,副本终结者,通过{0}次特殊副本,4,390,,,12001;63,,,5,,,,,,,,,,,,,
8019,2,,8020,副本终结者,通过{0}次特殊副本,4,440,,,12001;67,,,5,,,,,,,,,,,,,
8020,2,,8021,副本终结者,通过{0}次特殊副本,4,490,,,12001;70,,,5,,,,,,,,,,,,,
8021,2,,8022,副本终结者,通过{0}次特殊副本,4,540,,,12001;74,,,5,,,,,,,,,,,,,
8022,2,,8023,副本终结者,通过{0}次特殊副本,4,640,,,12001;77,,,5,,,,,,,,,,,,,
8023,2,,8024,副本终结者,通过{0}次特殊副本,4,740,,,12001;81,,,5,,,,,,,,,,,,,
8024,2,,8025,副本终结者,通过{0}次特殊副本,4,840,,,12001;84,,,5,,,,,,,,,,,,,
8025,2,,8026,副本终结者,通过{0}次特殊副本,4,940,,,12001;88,,,5,,,,,,,,,,,,,
8026,2,,8027,副本终结者,通过{0}次特殊副本,4,1040,,,12001;91,,,5,,,,,,,,,,,,,
8027,2,,8028,副本终结者,通过{0}次特殊副本,4,1140,,,12001;95,,,5,,,,,,,,,,,,,
8028,2,,8029,副本终结者,通过{0}次特殊副本,4,1240,,,12001;98,,,5,,,,,,,,,,,,,
8029,2,,8030,副本终结者,通过{0}次特殊副本,4,1340,,,12001;102,,,5,,,,,,,,,,,,,
8030,2,,8031,副本终结者,通过{0}次特殊副本,4,1440,,,12001;105,,,5,,,,,,,,,,,,,
8031,2,,8032,副本终结者,通过{0}次特殊副本,4,1540,,,12001;109,,,5,,,,,,,,,,,,,
8032,2,,8033,副本终结者,通过{0}次特殊副本,4,1640,,,12001;112,,,5,,,,,,,,,,,,,
8033,2,,8034,副本终结者,通过{0}次特殊副本,4,1740,,,12001;116,,,5,,,,,,,,,,,,,
8034,2,,8035,副本终结者,通过{0}次特殊副本,4,1840,,,12001;119,,,5,,,,,,,,,,,,,
8035,2,,8036,副本终结者,通过{0}次特殊副本,4,1940,,,12001;123,,,5,,,,,,,,,,,,,
8036,2,,8037,副本终结者,通过{0}次特殊副本,4,2040,,,12001;126,,,5,,,,,,,,,,,,,
8037,2,,8038,副本终结者,通过{0}次特殊副本,4,2240,,,12001;130,,,5,,,,,,,,,,,,,
8038,2,,8039,副本终结者,通过{0}次特殊副本,4,2440,,,12001;133,,,5,,,,,,,,,,,,,
8039,2,,8040,副本终结者,通过{0}次特殊副本,4,2640,,,12001;137,,,5,,,,,,,,,,,,,
8040,2,,8041,副本终结者,通过{0}次特殊副本,4,2840,,,12001;140,,,5,,,,,,,,,,,,,
8041,2,,8042,副本终结者,通过{0}次特殊副本,4,3040,,,12001;144,,,5,,,,,,,,,,,,,
8042,2,,8043,副本终结者,通过{0}次特殊副本,4,3240,,,12001;147,,,5,,,,,,,,,,,,,
8043,2,,8044,副本终结者,通过{0}次特殊副本,4,3500,,,12001;151,,,5,,,,,,,,,,,,,
8044,2,,8045,副本终结者,通过{0}次特殊副本,4,4000,,,12001;154,,,5,,,,,,,,,,,,,
8045,2,,8046,副本终结者,通过{0}次特殊副本,4,4500,,,12001;158,,,5,,,,,,,,,,,,,
8046,2,,8047,副本终结者,通过{0}次特殊副本,4,5000,,,12001;161,,,5,,,,,,,,,,,,,
8047,2,,8048,副本终结者,通过{0}次特殊副本,4,5500,,,12001;165,,,5,,,,,,,,,,,,,
8048,2,,8049,副本终结者,通过{0}次特殊副本,4,6000,,,12001;168,,,5,,,,,,,,,,,,,
8049,2,,8050,副本终结者,通过{0}次特殊副本,4,6500,,,12001;172,,,5,,,,,,,,,,,,,
8050,2,,8051,副本终结者,通过{0}次特殊副本,4,7000,,,12001;175,,,5,,,,,,,,,,,,,
8051,2,,8052,副本终结者,通过{0}次特殊副本,4,7500,,,12001;179,,,5,,,,,,,,,,,,,
8052,2,,8053,副本终结者,通过{0}次特殊副本,4,8000,,,12001;182,,,5,,,,,,,,,,,,,
8053,2,,8054,副本终结者,通过{0}次特殊副本,4,8500,,,12001;186,,,5,,,,,,,,,,,,,
8054,2,,8055,副本终结者,通过{0}次特殊副本,4,9000,,,12001;189,,,5,,,,,,,,,,,,,
8055,2,,8056,副本终结者,通过{0}次特殊副本,4,9500,,,12001;193,,,5,,,,,,,,,,,,,
8056,2,,,副本终结者,通过{0}次特殊副本,4,10000,,,12001;196,,,5,,,,,,,,,,,,,
8501,2,1,8502,扭蛋狂人,累计进行{0}次扭蛋,3,10,,,6;3,,,3,,,,,,,,,,,,,
8502,2,,8503,扭蛋狂人,累计进行{0}次扭蛋,3,20,,,6;5,,,3,,,,,,,,,,,,,
8503,2,,8504,扭蛋狂人,累计进行{0}次扭蛋,3,30,,,6;7,,,3,,,,,,,,,,,,,
8504,2,,8505,扭蛋狂人,累计进行{0}次扭蛋,3,40,,,6;9,,,3,,,,,,,,,,,,,
8505,2,,8506,扭蛋狂人,累计进行{0}次扭蛋,3,50,,,6;11,,,3,,,,,,,,,,,,,
8506,2,,8507,扭蛋狂人,累计进行{0}次扭蛋,3,80,,,6;13,,,3,,,,,,,,,,,,,
8507,2,,8508,扭蛋狂人,累计进行{0}次扭蛋,3,110,,,6;15,,,3,,,,,,,,,,,,,
8508,2,,8509,扭蛋狂人,累计进行{0}次扭蛋,3,140,,,6;17,,,3,,,,,,,,,,,,,
8509,2,,8510,扭蛋狂人,累计进行{0}次扭蛋,3,170,,,6;19,,,3,,,,,,,,,,,,,
8510,2,,8511,扭蛋狂人,累计进行{0}次扭蛋,3,200,,,6;21,,,3,,,,,,,,,,,,,
8511,2,,8512,扭蛋狂人,累计进行{0}次扭蛋,3,250,,,6;24,,,3,,,,,,,,,,,,,
8512,2,,8513,扭蛋狂人,累计进行{0}次扭蛋,3,300,,,6;26,,,3,,,,,,,,,,,,,
8513,2,,8514,扭蛋狂人,累计进行{0}次扭蛋,3,350,,,6;28,,,3,,,,,,,,,,,,,
8514,2,,8515,扭蛋狂人,累计进行{0}次扭蛋,3,400,,,6;30,,,3,,,,,,,,,,,,,
8515,2,,8516,扭蛋狂人,累计进行{0}次扭蛋,3,450,,,6;32,,,3,,,,,,,,,,,,,
8516,2,,8517,扭蛋狂人,累计进行{0}次扭蛋,3,500,,,6;34,,,3,,,,,,,,,,,,,
8517,2,,8518,扭蛋狂人,累计进行{0}次扭蛋,3,600,,,6;36,,,3,,,,,,,,,,,,,
8518,2,,8519,扭蛋狂人,累计进行{0}次扭蛋,3,700,,,6;38,,,3,,,,,,,,,,,,,
8519,2,,8520,扭蛋狂人,累计进行{0}次扭蛋,3,800,,,6;40,,,3,,,,,,,,,,,,,
8520,2,,8521,扭蛋狂人,累计进行{0}次扭蛋,3,900,,,6;42,,,3,,,,,,,,,,,,,
8521,2,,8522,扭蛋狂人,累计进行{0}次扭蛋,3,1000,,,6;45,,,3,,,,,,,,,,,,,
8522,2,,8523,扭蛋狂人,累计进行{0}次扭蛋,3,1100,,,6;47,,,3,,,,,,,,,,,,,
8523,2,,8524,扭蛋狂人,累计进行{0}次扭蛋,3,1200,,,6;49,,,3,,,,,,,,,,,,,
8524,2,,8525,扭蛋狂人,累计进行{0}次扭蛋,3,1300,,,6;51,,,3,,,,,,,,,,,,,
8525,2,,8526,扭蛋狂人,累计进行{0}次扭蛋,3,1400,,,6;53,,,3,,,,,,,,,,,,,
8526,2,,8527,扭蛋狂人,累计进行{0}次扭蛋,3,1500,,,6;55,,,3,,,,,,,,,,,,,
8527,2,,8528,扭蛋狂人,累计进行{0}次扭蛋,3,1600,,,6;57,,,3,,,,,,,,,,,,,
8528,2,,8529,扭蛋狂人,累计进行{0}次扭蛋,3,1700,,,6;59,,,3,,,,,,,,,,,,,
8529,2,,8530,扭蛋狂人,累计进行{0}次扭蛋,3,1800,,,6;61,,,3,,,,,,,,,,,,,
8530,2,,8531,扭蛋狂人,累计进行{0}次扭蛋,3,1900,,,6;63,,,3,,,,,,,,,,,,,
8531,2,,8532,扭蛋狂人,累计进行{0}次扭蛋,3,2000,,,6;66,,,3,,,,,,,,,,,,,
8532,2,,8533,扭蛋狂人,累计进行{0}次扭蛋,3,2200,,,6;68,,,3,,,,,,,,,,,,,
8533,2,,8534,扭蛋狂人,累计进行{0}次扭蛋,3,2400,,,6;70,,,3,,,,,,,,,,,,,
8534,2,,8535,扭蛋狂人,累计进行{0}次扭蛋,3,2600,,,6;72,,,3,,,,,,,,,,,,,
8535,2,,8536,扭蛋狂人,累计进行{0}次扭蛋,3,2800,,,6;74,,,3,,,,,,,,,,,,,
8536,2,,8537,扭蛋狂人,累计进行{0}次扭蛋,3,3000,,,6;76,,,3,,,,,,,,,,,,,
8537,2,,8538,扭蛋狂人,累计进行{0}次扭蛋,3,3200,,,6;78,,,3,,,,,,,,,,,,,
8538,2,,8539,扭蛋狂人,累计进行{0}次扭蛋,3,3400,,,6;80,,,3,,,,,,,,,,,,,
