副本ID,关卡名,关卡背景资源,战斗波数,过关金币（每一关胜利的获得）,过关宝可梦经验（每一关胜利的获得）,过关主角经验（每一关胜利的获得）,"关卡可能掉落的道具，格式为 掉率,道具ID,数量|其它…",挂机获得金币，单位每分钟,挂机获得宠物经验，单位每分钟,挂机人物经验（单位：分钟）不用收取，自动获得，经验到达等级后自动升级，在线离线都增加,挂机金币上限,挂机经验上限,阵型,BOSS（1为boss，不填或0为普通）,自动战力
196,,13,3,20000,109000,5000,"100,700405,1|100,12001,2|100,12002,1|100,10701,1",1720,3095,760,2476800,4456800,3,0,420250
197,,13,3,20000,109200,5000,"100,700406,1|100,12001,2|100,12002,1|100,10701,1",1726,3101,760,2485440,4465440,103,0,421750
198,,13,3,20000,109400,5000,"100,700407,1|100,12001,2|100,12002,1|100,10701,1",1732,3106,760,2494080,4472640,203,0,423250
199,,13,3,20000,109600,5000,"100,700408,1|100,12001,2|100,12002,1|100,10701,1",1738,3112,760,2502720,4481280,303,0,424750
200,,13,3,20000,109800,5000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",1744,3117,760,2511360,4488480,403,1,426250
201,,13,3,20000,110000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10701,1",1750,3122,761,2520000,4495680,5,0,427750
202,,13,3,20000,110200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10701,1",1756,3128,761,2528640,4504320,105,0,429500
203,,13,3,20000,110400,3000,"100,700107,1|100,12001,2|100,12002,1|100,10701,1",1762,3133,761,2537280,4511520,205,0,431250
204,,13,3,20000,110600,3000,"100,700108,1|100,12001,2|100,12002,1|100,10701,1",1768,3139,761,2545920,4520160,305,0,433000
205,,13,3,20000,110800,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",1774,3144,761,2554560,4527360,405,1,434750
206,,13,3,20000,111000,3000,"100,700205,1|100,12001,2|100,12002,1|100,10701,1",1780,3150,761,2563200,4536000,5,0,436500
207,,13,3,20000,111200,3000,"100,700206,1|100,12001,2|100,12002,1|100,10701,1",1786,3155,761,2571840,4543200,105,0,438250
208,,13,3,20000,111400,3000,"100,700207,1|100,12001,2|100,12002,1|100,10701,1",1792,3160,761,2580480,4550400,205,0,440000
209,,13,3,20000,111600,3000,"100,700208,1|100,12001,2|100,12002,1|100,10701,1",1798,3166,761,2589120,4559040,305,0,441750
210,,13,3,20000,111800,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",1804,3171,761,2597760,4566240,405,1,443500
211,,13,3,20000,112000,3000,"100,700305,1|100,12001,2|100,12002,1|100,10701,1",1810,3177,761,2606400,4574880,5,0,445250
212,,14,3,20000,112200,3000,"100,700306,1|100,12001,2|100,12002,1|100,10701,1",1816,3182,761,2615040,4582080,105,0,447000
213,,14,3,20000,112400,3000,"100,700307,1|100,12001,2|100,12002,1|100,10701,1",1822,3187,761,2623680,4589280,205,0,448750
214,,14,3,20000,112600,3000,"100,700308,1|100,12001,2|100,12002,1|100,10701,1",1828,3193,761,2632320,4597920,305,0,450500
215,,14,3,20000,112800,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",1834,3198,761,2640960,4605120,405,1,452250
216,,14,3,20000,113000,3000,"100,700405,1|100,12001,2|100,12002,1|100,10701,1",1840,3204,761,2649600,4613760,5,0,454000
217,,14,3,20000,113200,3000,"100,700406,1|100,12001,2|100,12002,1|100,10701,1",1846,3209,761,2658240,4620960,105,0,455750
218,,14,3,20000,113400,3000,"100,700407,1|100,12001,2|100,12002,1|100,10701,1",1852,3214,761,2666880,4628160,205,0,457500
219,,14,3,20000,113600,3000,"100,700408,1|100,12001,2|100,12002,1|100,10701,1",1858,3220,761,2675520,4636800,305,0,459250
220,,14,3,20000,113800,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",1864,3225,761,2684160,4644000,405,1,461000
221,,14,3,20000,114000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10701,1",1870,3231,762,2692800,4652640,5,0,462750
222,,14,3,20000,114200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10701,1",1876,3236,762,2701440,4659840,105,0,464500
223,,14,3,20000,114400,3000,"100,700107,1|100,12001,2|100,12002,1|100,10701,1",1882,3241,762,2710080,4667040,205,0,466250
224,,14,3,20000,114600,3000,"100,700108,1|100,12001,2|100,12002,1|100,10701,1",1888,3247,762,2718720,4675680,305,0,468000
225,,14,3,20000,114800,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",1894,3252,762,2727360,4682880,405,1,469750
226,,14,3,20000,115000,3000,"100,700205,1|100,12001,2|100,12002,1|100,10701,1",1900,3258,762,2736000,4691520,5,0,471500
227,,14,3,20000,115200,3000,"100,700206,1|100,12001,2|100,12002,1|100,10701,1",1906,3263,762,2744640,4698720,105,0,473250
228,,14,3,20000,115400,3000,"100,700207,1|100,12001,2|100,12002,1|100,10701,1",1912,3268,762,2753280,4705920,205,0,475000
229,,14,3,20000,115600,3000,"100,700208,1|100,12001,2|100,12002,1|100,10701,1",1918,3274,762,2761920,4714560,305,0,476750
230,,14,3,20000,115800,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",1924,3279,762,2770560,4721760,405,1,478500
231,,14,3,20000,116000,3000,"100,700305,1|100,12001,2|100,12002,1|100,10701,1",1930,3285,762,2779200,4730400,5,0,480250
232,,14,3,20000,116200,3000,"100,700306,1|100,12001,2|100,12002,1|100,10701,1",1936,3290,762,2787840,4737600,105,0,482000
233,,15,3,20000,116400,3000,"100,700307,1|100,12001,2|100,12002,1|100,10701,1",1942,3295,762,2796480,4744800,205,0,483750
234,,15,3,20000,116600,3000,"100,700308,1|100,12001,2|100,12002,1|100,10701,1",1948,3301,762,2805120,4753440,305,0,485500
235,,15,3,20000,116800,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",1954,3306,762,2813760,4760640,405,1,487250
236,,15,3,20000,117000,3000,"100,700405,1|100,12001,2|100,12002,1|100,10701,1",1960,3312,762,2822400,4769280,5,0,489000
237,,15,3,20000,117200,3000,"100,700406,1|100,12001,2|100,12002,1|100,10701,1",1966,3317,762,2831040,4776480,105,0,490750
238,,15,3,20000,117400,3000,"100,700407,1|100,12001,2|100,12002,1|100,10701,1",1972,3322,762,2839680,4783680,205,0,492500
239,,15,3,20000,117600,3000,"100,700408,1|100,12001,2|100,12002,1|100,10701,1",1978,3328,762,2848320,4792320,305,0,494250
240,,15,3,20000,117800,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",1984,3333,762,2856960,4799520,405,1,496000
241,,15,3,20000,118000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10701,1",1990,3339,763,2865600,4808160,5,0,497750
242,,15,3,20000,118200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10701,1",1996,3344,763,2874240,4815360,105,0,499500
243,,15,3,20000,118400,3000,"100,700107,1|100,12001,2|100,12002,1|100,10701,1",2002,3350,763,2882880,4824000,205,0,501250
244,,15,3,20000,118600,3000,"100,700108,1|100,12001,2|100,12002,1|100,10701,1",2008,3355,763,2891520,4831200,305,0,503000
245,,15,3,20000,118800,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2014,3360,763,2900160,4838400,405,1,504750
246,,15,3,20000,119000,3000,"100,700205,1|100,12001,2|100,12002,1|100,10701,1",2020,3366,763,2908800,4847040,5,0,506500
247,,15,3,20000,119200,3000,"100,700206,1|100,12001,2|100,12002,1|100,10701,1",2026,3371,763,2917440,4854240,105,0,508250
248,,15,3,20000,119400,3000,"100,700207,1|100,12001,2|100,12002,1|100,10701,1",2032,3377,763,2926080,4862880,205,0,510000
249,,15,3,20000,119600,3000,"100,700208,1|100,12001,2|100,12002,1|100,10701,1",2038,3382,763,2934720,4870080,305,0,511750
250,,15,3,20000,119800,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2044,3387,763,2943360,4877280,405,1,513500
251,,15,3,20000,120000,3000,"100,700305,1|100,12001,2|100,12002,1|100,10701,1",2050,3393,763,2952000,4885920,5,0,515250
252,,15,3,20000,120200,3000,"100,700306,1|100,12001,2|100,12002,1|100,10701,1",2056,3398,763,2960640,4893120,105,0,517000
253,,15,3,20000,120400,3000,"100,700307,1|100,12001,2|100,12002,1|100,10701,1",2062,3404,763,2969280,4901760,205,0,518750
254,,16,3,20000,120600,3000,"100,700308,1|100,12001,2|100,12002,1|100,10701,1",2068,3409,763,2977920,4908960,305,0,520500
255,,16,3,20000,120800,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2074,3414,763,2986560,4916160,405,1,522250
256,,16,3,20000,121000,3000,"100,700405,1|100,12001,2|100,12002,1|100,10701,1",2080,3420,763,2995200,4924800,5,0,524000
257,,16,3,20000,121200,3000,"100,700406,1|100,12001,2|100,12002,1|100,10701,1",2086,3425,763,3003840,4932000,105,0,525750
258,,16,3,20000,121400,3000,"100,700407,1|100,12001,2|100,12002,1|100,10701,1",2092,3431,763,3012480,4940640,205,0,527500
259,,16,3,20000,121600,3000,"100,700408,1|100,12001,2|100,12002,1|100,10701,1",2098,3436,763,3021120,4947840,305,0,529250
260,,16,3,20000,121800,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2104,3441,763,3029760,4955040,405,1,531000
261,,16,3,20000,122000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10701,1",2110,3447,764,3038400,4963680,5,0,532750
262,,16,3,20000,122200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10701,1",2116,3452,764,3047040,4970880,105,0,534500
263,,16,3,20000,122400,3000,"100,700107,1|100,12001,2|100,12002,1|100,10701,1",2122,3458,764,3055680,4979520,205,0,536250
264,,16,3,20000,122600,3000,"100,700108,1|100,12001,2|100,12002,1|100,10701,1",2128,3463,764,3064320,4986720,305,0,538000
265,,16,3,20000,122800,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2134,3468,764,3072960,4993920,405,1,539750
266,,16,3,20000,123000,3000,"100,700205,1|100,12001,2|100,12002,1|100,10701,1",2140,3474,764,3081600,5002560,5,0,541500
267,,16,3,20000,123200,3000,"100,700206,1|100,12001,2|100,12002,1|100,10701,1",2146,3479,764,3090240,5009760,105,0,543250
268,,16,3,20000,123400,3000,"100,700207,1|100,12001,2|100,12002,1|100,10701,1",2152,3485,764,3098880,5018400,205,0,545000
269,,16,3,20000,123600,3000,"100,700208,1|100,12001,2|100,12002,1|100,10701,1",2158,3490,764,3107520,5025600,305,0,546750
270,,16,3,20000,123800,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2164,3495,764,3116160,5032800,405,1,548500
271,,16,3,20000,124000,3000,"100,700305,1|100,12001,2|100,12002,1|100,10701,1",2170,3501,764,3124800,5041440,5,0,550250
272,,16,3,20000,124200,3000,"100,700306,1|100,12001,2|100,12002,1|100,10701,1",2176,3506,764,3133440,5048640,105,0,552000
273,,16,3,20000,124400,3000,"100,700307,1|100,12001,2|100,12002,1|100,10701,1",2182,3512,764,3142080,5057280,205,0,553750
274,,16,3,20000,124600,3000,"100,700308,1|100,12001,2|100,12002,1|100,10701,1",2188,3517,764,3150720,5064480,305,0,555500
275,,17,3,20000,124800,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2194,3522,764,3159360,5071680,405,1,557250
276,,17,3,20000,125000,3000,"100,700405,1|100,12001,2|100,12002,1|100,10701,1",2200,3528,764,3168000,5080320,5,0,559000
277,,17,3,20000,125200,3000,"100,700406,1|100,12001,2|100,12002,1|100,10701,1",2206,3533,764,3176640,5087520,105,0,560750
278,,17,3,20000,125400,3000,"100,700407,1|100,12001,2|100,12002,1|100,10701,1",2212,3539,764,3185280,5096160,205,0,562500
279,,17,3,20000,125600,3000,"100,700408,1|100,12001,2|100,12002,1|100,10701,1",2218,3544,764,3193920,5103360,305,0,564250
280,,17,3,20000,125800,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2224,3550,764,3202560,5112000,405,1,566000
281,,17,3,20000,126000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10701,1",2230,3555,765,3211200,5119200,5,0,567750
282,,17,3,20000,126200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10701,1",2236,3560,765,3219840,5126400,105,0,569500
283,,17,3,20000,126400,3000,"100,700107,1|100,12001,2|100,12002,1|100,10701,1",2242,3566,765,3228480,5135040,205,0,571250
284,,17,3,20000,126600,3000,"100,700108,1|100,12001,2|100,12002,1|100,10701,1",2248,3571,765,3237120,5142240,305,0,573000
285,,17,3,20000,126800,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2254,3577,765,3245760,5150880,405,1,574750
286,,17,3,20000,127000,3000,"100,700205,1|100,12001,2|100,12002,1|100,10701,1",2260,3582,765,3254400,5158080,5,0,576500
287,,17,3,20000,127200,3000,"100,700206,1|100,12001,2|100,12002,1|100,10701,1",2266,3587,765,3263040,5165280,105,0,578250
288,,17,3,20000,127400,3000,"100,700207,1|100,12001,2|100,12002,1|100,10701,1",2272,3593,765,3271680,5173920,205,0,580000
289,,17,3,20000,127600,3000,"100,700208,1|100,12001,2|100,12002,1|100,10701,1",2278,3598,765,3280320,5181120,305,0,581750
290,,17,3,20000,127800,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2284,3604,765,3288960,5189760,405,1,583500
291,,17,3,20000,128000,3000,"100,700305,1|100,12001,2|100,12002,1|100,10701,1",2290,3609,765,3297600,5196960,5,0,585250
292,,17,3,20000,128200,3000,"100,700306,1|100,12001,2|100,12002,1|100,10701,1",2296,3614,765,3306240,5204160,105,0,587000
293,,17,3,20000,128400,3000,"100,700307,1|100,12001,2|100,12002,1|100,10701,1",2302,3620,765,3314880,5212800,205,0,588750
294,,17,3,20000,128600,3000,"100,700308,1|100,12001,2|100,12002,1|100,10701,1",2308,3625,765,3323520,5220000,305,0,590500
295,,17,3,20000,128800,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2314,3631,765,3332160,5228640,405,1,592250
296,,1,3,20000,129000,3000,"100,700405,1|100,12001,2|100,12002,1|100,10701,1",2320,3636,765,3340800,5235840,5,0,594000
297,,1,3,20000,129200,3000,"100,700406,1|100,12001,2|100,12002,1|100,10701,1",2326,3641,765,3349440,5243040,105,0,595750
298,,1,3,20000,129400,3000,"100,700407,1|100,12001,2|100,12002,1|100,10701,1",2332,3647,765,3358080,5251680,205,0,597500
299,,1,3,20000,129600,3000,"100,700408,1|100,12001,2|100,12002,1|100,10701,1",2338,3652,765,3366720,5258880,305,0,599250
300,,1,3,20000,129800,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2344,3658,765,3375360,5267520,405,1,601000
301,,1,3,20000,130000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10702,1",2350,3663,766,3384000,5274720,7,0,602750
302,,1,3,20000,130200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10702,1",2356,3668,766,3392640,5281920,107,0,604500
303,,1,3,20000,130400,3000,"100,700107,1|100,12001,2|100,12002,1|100,10702,1",2362,3674,766,3401280,5290560,207,0,606250
304,,1,3,20000,130600,3000,"100,700108,1|100,12001,2|100,12002,1|100,10702,1",2368,3679,766,3409920,5297760,307,0,608000
305,,1,3,20000,130800,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2374,3685,766,3418560,5306400,407,1,610000
306,,1,3,20000,131000,3000,"100,700205,1|100,12001,2|100,12002,1|100,10702,1",2380,3690,766,3427200,5313600,7,0,612000
307,,1,3,20000,131200,3000,"100,700206,1|100,12001,2|100,12002,1|100,10702,1",2386,3695,766,3435840,5320800,107,0,614000
308,,1,3,20000,131400,3000,"100,700207,1|100,12001,2|100,12002,1|100,10702,1",2392,3701,766,3444480,5329440,207,0,616000
309,,1,3,20000,131600,3000,"100,700208,1|100,12001,2|100,12002,1|100,10702,1",2398,3706,766,3453120,5336640,307,0,618000
310,,1,3,20000,131800,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2404,3712,766,3461760,5345280,407,1,620000
311,,1,3,20000,132000,3000,"100,700305,1|100,12001,2|100,12002,1|100,10702,1",2410,3717,766,3470400,5352480,7,0,622000
312,,1,3,20000,132200,3000,"100,700306,1|100,12001,2|100,12002,1|100,10702,1",2416,3722,766,3479040,5359680,107,0,624000
313,,1,3,20000,132400,3000,"100,700307,1|100,12001,2|100,12002,1|100,10702,1",2422,3728,766,3487680,5368320,207,0,626000
314,,1,3,20000,132600,3000,"100,700308,1|100,12001,2|100,12002,1|100,10702,1",2428,3733,766,3496320,5375520,307,0,628000
315,,1,3,20000,132800,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2434,3739,766,3504960,5384160,407,1,630000
316,,2,3,20000,133000,3000,"100,700405,1|100,12001,2|100,12002,1|100,10702,1",2440,3744,766,3513600,5391360,7,0,632000
317,,2,3,20000,133200,3000,"100,700406,1|100,12001,2|100,12002,1|100,10702,1",2446,3750,766,3522240,5400000,107,0,634000
318,,2,3,20000,133400,3000,"100,700407,1|100,12001,2|100,12002,1|100,10702,1",2452,3755,766,3530880,5407200,207,0,636000
319,,2,3,20000,133600,3000,"100,700408,1|100,12001,2|100,12002,1|100,10702,1",2458,3760,766,3539520,5414400,307,0,638000
320,,2,3,20000,133800,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2464,3766,766,3548160,5423040,407,1,640000
321,,2,3,20000,134000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10702,1",2470,3771,767,3556800,5430240,7,0,642000
322,,2,3,20000,134200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10702,1",2476,3777,767,3565440,5438880,107,0,644000
323,,2,3,20000,134400,3000,"100,700107,1|100,12001,2|100,12002,1|100,10702,1",2482,3782,767,3574080,5446080,207,0,646000
324,,2,3,20000,134600,3000,"100,700108,1|100,12001,2|100,12002,1|100,10702,1",2488,3787,767,3582720,5453280,307,0,648000
325,,2,3,20000,134800,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2494,3793,767,3591360,5461920,407,1,650000
326,,2,3,20000,135000,3000,"100,700205,1|100,12001,2|100,12002,1|100,10702,1",2500,3798,767,3600000,5469120,7,0,652000
327,,2,3,20000,135200,3000,"100,700206,1|100,12001,2|100,12002,1|100,10702,1",2506,3804,767,3608640,5477760,107,0,654000
328,,2,3,20000,135400,3000,"100,700207,1|100,12001,2|100,12002,1|100,10702,1",2512,3809,767,3617280,5484960,207,0,656000
329,,2,3,20000,135600,3000,"100,700208,1|100,12001,2|100,12002,1|100,10702,1",2518,3814,767,3625920,5492160,307,0,658000
330,,2,3,20000,135800,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2524,3820,767,3634560,5500800,407,1,660000
331,,2,3,20000,136000,3000,"100,700305,1|100,12001,2|100,12002,1|100,10702,1",2530,3825,767,3643200,5508000,7,0,662000
332,,2,3,20000,136200,3000,"100,700306,1|100,12001,2|100,12002,1|100,10702,1",2536,3831,767,3651840,5516640,107,0,664000
333,,2,3,20000,136400,3000,"100,700307,1|100,12001,2|100,12002,1|100,10702,1",2542,3836,767,3660480,5523840,207,0,666000
334,,2,3,20000,136600,3000,"100,700308,1|100,12001,2|100,12002,1|100,10702,1",2548,3841,767,3669120,5531040,307,0,668000
335,,2,3,20000,136800,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2554,3847,767,3677760,5539680,407,1,670000
336,,3,3,20000,137000,3000,"100,700405,1|100,12001,2|100,12002,1|100,10702,1",2560,3852,767,3686400,5546880,7,0,672000
337,,3,3,20000,137200,3000,"100,700406,1|100,12001,2|100,12002,1|100,10702,1",2566,3858,767,3695040,5555520,107,0,674000
338,,3,3,20000,137400,3000,"100,700407,1|100,12001,2|100,12002,1|100,10702,1",2572,3863,767,3703680,5562720,207,0,676000
339,,3,3,20000,137600,3000,"100,700408,1|100,12001,2|100,12002,1|100,10702,1",2578,3868,767,3712320,5569920,307,0,678000
340,,3,3,20000,137800,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2584,3874,767,3720960,5578560,407,1,680000
341,,3,3,20000,138000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10702,1",2590,3879,768,3729600,5585760,7,0,682000
342,,3,3,20000,138200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10702,1",2596,3885,768,3738240,5594400,107,0,684000
343,,3,3,20000,138400,3000,"100,700107,1|100,12001,2|100,12002,1|100,10702,1",2602,3890,768,3746880,5601600,207,0,686000
344,,3,3,20000,138600,3000,"100,700108,1|100,12001,2|100,12002,1|100,10702,1",2608,3895,768,3755520,5608800,307,0,688000
345,,3,3,20000,138800,3000,"100,12003,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2614,3901,768,3764160,5617440,407,1,690000
346,,3,3,20000,139000,3000,"100,700205,1|100,12001,2|100,12002,1|100,10702,1",2620,3906,768,3772800,5624640,7,0,692000
347,,3,3,20000,139200,3000,"100,700206,1|100,12001,2|100,12002,1|100,10702,1",2626,3912,768,3781440,5633280,107,0,694000
348,,3,3,20000,139400,3000,"100,700207,1|100,12001,2|100,12002,1|100,10702,1",2632,3917,768,3790080,5640480,207,0,696000
349,,3,3,20000,139600,3000,"100,700208,1|100,12001,2|100,12002,1|100,10702,1",2638,3922,768,3798720,5647680,307,0,698000
350,,3,3,20000,139800,3000,"100,12004,2|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2644,3928,768,3807360,5656320,407,1,700000
351,,3,3,20000,140000,3000,"100,700305,1|100,12001,2|100,12002,1|100,10702,1",2650,3933,768,3816000,5663520,7,0,702000
352,,3,3,20000,140200,3000,"100,700306,1|100,12001,2|100,12002,1|100,10702,1",2656,3939,768,3824640,5672160,107,0,704000
353,,3,3,20000,140400,3000,"100,700307,1|100,12001,2|100,12002,1|100,10702,1",2662,3944,768,3833280,5679360,207,0,706000
354,,3,3,20000,140600,3000,"100,700308,1|100,12001,2|100,12002,1|100,10702,1",2668,3950,768,3841920,5688000,307,0,708000
355,,3,3,20000,140800,3000,"100,12005,2|100,12152,1|100,12221,1|100,12226,1|100,12241,1",2674,3955,768,3850560,5695200,407,1,710000
356,,4,3,20000,141000,3000,"100,700405,1|100,12001,2|100,12002,1|100,10702,1",2680,3960,768,3859200,5702400,7,0,712000
357,,4,3,20000,141200,3000,"100,700406,1|100,12001,2|100,12002,1|100,10702,1",2686,3966,768,3867840,5711040,107,0,714000
358,,4,3,20000,141400,3000,"100,700407,1|100,12001,2|100,12002,1|100,10702,1",2692,3971,768,3876480,5718240,207,0,716000
359,,4,3,20000,141600,3000,"100,700408,1|100,12001,2|100,12002,1|100,10702,1",2698,3977,768,3885120,5726880,307,0,718000
360,,4,3,20000,141800,3000,"100,19002,6|100,12152,1|100,12231,1|100,12236,1|100,12246,1",2704,3982,768,3893760,5734080,407,1,720000
361,,4,3,20000,142000,3000,"100,700105,1|100,12001,2|100,12002,1|100,10702,1",2710,3987,769,3902400,5741280,7,0,722000
362,,4,3,20000,142200,3000,"100,700106,1|100,12001,2|100,12002,1|100,10702,1",2716,3993,769,3911040,5749920,107,0,724000
